event_id,customer_id,subscription_id,event_type,event_date,event_value,created_at
24547,4757,3520,login,2024-04-04,10.7,2024-04-04 00:00:00
24548,2514,5282,download,2024-06-23,5.65,2024-06-23 00:00:00
24549,1049,2211,payment,2023-06-07,66.32,2023-06-07 00:00:00
24550,2712,851,login,2024-01-31,2.98,2024-01-31 00:00:00
24551,3010,2847,settings_change,2024-01-18,0.35,2024-01-18 00:00:00
24552,974,4103,payment,2024-11-24,44.09,2024-11-24 00:00:00
24553,4245,4356,export_data,2024-08-22,65.95,2024-08-22 00:00:00
24554,3671,3496,share,2024-06-16,37.32,2024-06-16 00:00:00
24555,4329,1312,upload,2023-12-11,88.74,2023-12-11 00:00:00
24556,314,5095,support_ticket,2024-08-02,17.28,2024-08-02 00:00:00
24557,4526,3671,export_data,2023-12-05,19.32,2023-12-05 00:00:00
24558,4024,3531,settings_change,2023-11-25,94.13,2023-11-25 00:00:00
24559,2649,5084,payment,2024-07-12,71.67,2024-07-12 00:00:00
24560,4622,3493,profile_update,2023-09-18,4.4,2023-09-18 00:00:00
24561,3975,4801,support_ticket,2024-10-28,60.84,2024-10-28 00:00:00
24562,887,2929,feature_usage,2024-09-17,72.08,2024-09-17 00:00:00
24563,2602,5902,api_call,2024-12-14,18.58,2024-12-14 00:00:00
24564,4040,5595,support_ticket,2023-07-03,52.18,2023-07-03 00:00:00
24565,1593,775,support_ticket,2023-03-13,7.13,2023-03-13 00:00:00
24566,3149,159,export_data,2023-12-31,40.41,2023-12-31 00:00:00
24567,420,1901,login,2024-09-15,8.01,2024-09-15 00:00:00
24568,793,4347,invite,2024-01-04,93.24,2024-01-04 00:00:00
24569,4498,2820,profile_update,2023-06-29,61.8,2023-06-29 00:00:00
24570,1809,505,payment,2023-10-02,57.24,2023-10-02 00:00:00
24571,269,5980,api_call,2024-02-25,6.25,2024-02-25 00:00:00
24572,858,3877,feature_usage,2024-10-01,79.67,2024-10-01 00:00:00
24573,2082,4134,share,2024-06-02,35.35,2024-06-02 00:00:00
24574,2772,2298,profile_update,2024-05-13,93.82,2024-05-13 00:00:00
24575,1677,913,feature_usage,2024-04-28,78.8,2024-04-28 00:00:00
24576,909,5365,export_data,2024-01-11,4.84,2024-01-11 00:00:00
24577,4463,5063,profile_update,2024-04-12,70.59,2024-04-12 00:00:00
24578,2547,4112,login,2024-05-31,67.19,2024-05-31 00:00:00
24579,3818,1772,export_data,2023-04-09,88.16,2023-04-09 00:00:00
24580,3762,5293,api_call,2024-07-28,57.54,2024-07-28 00:00:00
24581,4619,4706,api_call,2023-05-28,86.71,2023-05-28 00:00:00
24582,524,3351,api_call,2024-10-24,4.46,2024-10-24 00:00:00
24583,3137,1686,payment,2023-12-06,91.04,2023-12-06 00:00:00
24584,464,2284,login,2024-06-03,90.27,2024-06-03 00:00:00
24585,765,4244,login,2024-08-30,81.71,2024-08-30 00:00:00
24586,4399,5214,share,2024-07-26,87.49,2024-07-26 00:00:00
24587,2152,1433,settings_change,2023-10-07,28.87,2023-10-07 00:00:00
24588,669,3088,login,2024-02-29,73.03,2024-02-29 00:00:00
24589,833,3230,invite,2024-09-29,30.47,2024-09-29 00:00:00
24590,4221,5465,invite,2023-11-17,18.42,2023-11-17 00:00:00
24591,485,5300,download,2023-11-25,76.48,2023-11-25 00:00:00
24592,927,2167,download,2023-08-27,26.45,2023-08-27 00:00:00
24593,2849,5319,settings_change,2023-10-12,74.8,2023-10-12 00:00:00
24594,3274,5686,share,2024-03-28,29.23,2024-03-28 00:00:00
24595,2431,5061,settings_change,2024-04-10,37.03,2024-04-10 00:00:00
24596,1302,1707,profile_update,2023-10-03,83.26,2023-10-03 00:00:00
24597,171,2678,feature_usage,2024-03-23,42.98,2024-03-23 00:00:00
24598,2822,3906,support_ticket,2024-09-12,13.02,2024-09-12 00:00:00
24599,4264,4549,api_call,2023-11-20,24.6,2023-11-20 00:00:00
24600,431,3034,support_ticket,2023-11-26,79.56,2023-11-26 00:00:00
24601,3679,2091,payment,2024-08-14,58.91,2024-08-14 00:00:00
24602,2260,1376,payment,2024-05-05,19.03,2024-05-05 00:00:00
24603,1338,5094,export_data,2024-04-08,83.42,2024-04-08 00:00:00
24604,1755,5763,settings_change,2023-12-19,57.02,2023-12-19 00:00:00
24605,1610,367,support_ticket,2023-07-16,27.02,2023-07-16 00:00:00
24606,1049,2211,invite,2023-05-30,38.44,2023-05-30 00:00:00
24607,4876,3293,invite,2024-11-25,49.39,2024-11-25 00:00:00
24608,1779,5329,feature_usage,2024-02-04,86.86,2024-02-04 00:00:00
24609,664,883,feature_usage,2024-09-09,45.73,2024-09-09 00:00:00
24610,3892,4608,settings_change,2024-05-28,71.07,2024-05-28 00:00:00
24611,1596,1034,upload,2023-12-20,5.52,2023-12-20 00:00:00
24612,2201,4819,share,2023-09-04,43.02,2023-09-04 00:00:00
24613,2267,4376,payment,2024-05-22,75.07,2024-05-22 00:00:00
24614,4370,1713,settings_change,2023-10-16,96.42,2023-10-16 00:00:00
24615,785,4297,settings_change,2023-07-21,71.47,2023-07-21 00:00:00
24616,644,1298,login,2024-04-02,29.16,2024-04-02 00:00:00
24617,3637,536,feature_usage,2023-10-23,67.96,2023-10-23 00:00:00
24618,4432,1074,login,2023-08-09,87.84,2023-08-09 00:00:00
24619,3052,2349,support_ticket,2023-11-16,77.2,2023-11-16 00:00:00
24620,3459,1126,share,2024-07-14,92.3,2024-07-14 00:00:00
24621,3991,1748,feature_usage,2023-03-08,47.34,2023-03-08 00:00:00
24622,3975,4801,support_ticket,2024-08-17,13.82,2024-08-17 00:00:00
24623,1574,1925,api_call,2024-03-03,42.94,2024-03-03 00:00:00
24624,2386,2504,upload,2024-07-07,7.65,2024-07-07 00:00:00
24625,2473,2038,upload,2024-04-20,15.2,2024-04-20 00:00:00
24626,4100,425,api_call,2023-07-15,80.99,2023-07-15 00:00:00
24627,4028,5786,profile_update,2024-12-14,78.81,2024-12-14 00:00:00
24628,3808,876,login,2024-04-30,37.96,2024-04-30 00:00:00
24629,1483,1013,export_data,2023-03-17,98.83,2023-03-17 00:00:00
24630,2986,5639,invite,2023-08-14,51.92,2023-08-14 00:00:00
24631,2382,2744,profile_update,2023-12-24,0.93,2023-12-24 00:00:00
24632,940,3345,export_data,2024-12-17,99.92,2024-12-17 00:00:00
24633,2389,5571,profile_update,2024-11-11,75.79,2024-11-11 00:00:00
24634,2106,2032,download,2023-03-20,91.15,2023-03-20 00:00:00
24635,4700,209,settings_change,2024-07-19,85.45,2024-07-19 00:00:00
24636,1870,79,profile_update,2024-06-24,76.88,2024-06-24 00:00:00
24637,257,1636,download,2023-11-30,15.02,2023-11-30 00:00:00
24638,1474,1440,payment,2024-03-03,99.04,2024-03-03 00:00:00
24639,1217,3095,upload,2023-11-15,43.66,2023-11-15 00:00:00
24640,2062,5395,payment,2024-07-27,47.45,2024-07-27 00:00:00
24641,2343,3287,profile_update,2023-05-31,67.38,2023-05-31 00:00:00
24642,2393,844,export_data,2024-07-08,59.14,2024-07-08 00:00:00
24643,16,5099,profile_update,2024-04-20,79.77,2024-04-20 00:00:00
24644,3782,5936,share,2024-04-19,19.33,2024-04-19 00:00:00
24645,4447,1771,feature_usage,2023-05-26,1.47,2023-05-26 00:00:00
24646,4341,3538,invite,2024-01-31,8.63,2024-01-31 00:00:00
24647,1547,638,feature_usage,2024-09-09,86.35,2024-09-09 00:00:00
24648,3623,4508,feature_usage,2024-03-02,22.18,2024-03-02 00:00:00
24649,3679,4989,login,2024-10-14,56.78,2024-10-14 00:00:00
24650,2979,5138,download,2024-06-20,86.57,2024-06-20 00:00:00
24651,92,2943,share,2024-11-28,54.35,2024-11-28 00:00:00
24652,704,1077,settings_change,2024-09-24,15.26,2024-09-24 00:00:00
24653,496,5337,support_ticket,2023-05-13,61.76,2023-05-13 00:00:00
24654,2163,3808,feature_usage,2024-07-09,95.33,2024-07-09 00:00:00
24655,804,2236,download,2023-05-16,83.56,2023-05-16 00:00:00
24656,573,3919,settings_change,2023-08-27,93.97,2023-08-27 00:00:00
24657,975,1106,export_data,2024-11-01,54.38,2024-11-01 00:00:00
24658,3808,876,login,2024-07-17,36.31,2024-07-17 00:00:00
24659,2448,407,feature_usage,2023-11-29,33.79,2023-11-29 00:00:00
24660,3937,560,share,2023-04-16,72.3,2023-04-16 00:00:00
24661,2794,3121,upload,2024-09-20,11.22,2024-09-20 00:00:00
24662,3047,1847,support_ticket,2024-02-12,88.65,2024-02-12 00:00:00
24663,3493,3986,feature_usage,2024-11-21,31.38,2024-11-21 00:00:00
24664,3684,1594,export_data,2024-04-06,43.38,2024-04-06 00:00:00
24665,182,1811,feature_usage,2024-12-03,59.4,2024-12-03 00:00:00
24666,2405,5687,payment,2024-01-29,52.67,2024-01-29 00:00:00
24667,4853,3357,profile_update,2024-03-12,13.24,2024-03-12 00:00:00
24668,2768,3148,download,2024-07-10,33.46,2024-07-10 00:00:00
24669,365,4249,support_ticket,2024-05-19,20.47,2024-05-19 00:00:00
24670,4015,3015,feature_usage,2023-10-19,3.22,2023-10-19 00:00:00
24671,3894,5816,payment,2023-08-04,85.11,2023-08-04 00:00:00
24672,4186,1558,feature_usage,2024-02-19,69.09,2024-02-19 00:00:00
24673,3996,1180,upload,2023-12-06,74.96,2023-12-06 00:00:00
24674,3958,3787,api_call,2024-05-27,10.99,2024-05-27 00:00:00
24675,3200,4615,export_data,2024-03-18,86.77,2024-03-18 00:00:00
24676,110,2789,settings_change,2023-12-10,75.58,2023-12-10 00:00:00
24677,2525,5446,share,2024-01-08,20.68,2024-01-08 00:00:00
24678,4672,3167,login,2024-09-01,80.32,2024-09-01 00:00:00
24679,3672,3788,api_call,2024-03-04,56.47,2024-03-04 00:00:00
24680,3350,2866,invite,2024-09-20,67.55,2024-09-20 00:00:00
24681,2065,3336,feature_usage,2024-07-14,76.73,2024-07-14 00:00:00
24682,3603,1350,api_call,2023-10-13,60.27,2023-10-13 00:00:00
24683,851,5978,profile_update,2024-03-31,21.39,2024-03-31 00:00:00
24684,2806,2725,export_data,2023-09-14,57.92,2023-09-14 00:00:00
24685,3010,2625,download,2024-08-27,75.85,2024-08-27 00:00:00
24686,2598,2035,invite,2024-01-31,7.76,2024-01-31 00:00:00
24687,1493,3365,login,2023-12-02,46.14,2023-12-02 00:00:00
24688,4723,2837,download,2024-11-10,7.28,2024-11-10 00:00:00
24689,406,5250,payment,2024-01-21,6.46,2024-01-21 00:00:00
24690,2978,5694,api_call,2024-03-22,46.62,2024-03-22 00:00:00
24691,2563,4778,profile_update,2023-12-14,21.58,2023-12-14 00:00:00
24692,1679,1513,payment,2024-06-27,36.06,2024-06-27 00:00:00
24693,3847,4807,invite,2024-05-05,22.04,2024-05-05 00:00:00
24694,1362,4182,invite,2024-01-04,23.57,2024-01-04 00:00:00
24695,4172,922,download,2024-08-11,78.09,2024-08-11 00:00:00
24696,406,5250,upload,2023-11-08,90.83,2023-11-08 00:00:00
24697,1624,4841,api_call,2023-03-05,27.85,2023-03-05 00:00:00
24698,62,1030,profile_update,2023-11-08,59.91,2023-11-08 00:00:00
24699,4383,863,settings_change,2024-04-07,71.02,2024-04-07 00:00:00
24700,1707,4750,login,2023-11-25,95.45,2023-11-25 00:00:00
24701,1400,2595,share,2024-10-02,41.58,2024-10-02 00:00:00
24702,748,2868,profile_update,2024-11-22,38.15,2024-11-22 00:00:00
24703,250,4929,share,2023-07-29,83.53,2023-07-29 00:00:00
24704,3308,4691,share,2024-02-10,79.66,2024-02-10 00:00:00
24705,4794,974,feature_usage,2024-05-30,74.81,2024-05-30 00:00:00
24706,2272,1832,share,2024-01-28,67.61,2024-01-28 00:00:00
24707,1042,1612,support_ticket,2023-11-05,87.44,2023-11-05 00:00:00
24708,224,3998,payment,2023-04-30,39.63,2023-04-30 00:00:00
24709,463,2026,settings_change,2024-05-03,52.03,2024-05-03 00:00:00
24710,230,5064,settings_change,2024-09-20,89.08,2024-09-20 00:00:00
24711,640,3469,invite,2024-12-24,50.8,2024-12-24 00:00:00
24712,247,4435,payment,2023-09-07,32.87,2023-09-07 00:00:00
24713,1527,3243,profile_update,2024-06-03,78.79,2024-06-03 00:00:00
24714,1452,2786,invite,2024-06-12,63.44,2024-06-12 00:00:00
24715,370,354,upload,2024-02-29,26.64,2024-02-29 00:00:00
24716,2557,4881,support_ticket,2024-06-29,99.3,2024-06-29 00:00:00
24717,417,854,profile_update,2024-11-09,47.11,2024-11-09 00:00:00
24718,2219,2108,profile_update,2023-06-05,69.84,2023-06-05 00:00:00
24719,2471,996,share,2023-07-31,47.72,2023-07-31 00:00:00
24720,4653,5692,feature_usage,2024-05-20,6.09,2024-05-20 00:00:00
24721,4479,4765,download,2023-11-08,30.3,2023-11-08 00:00:00
24722,191,488,upload,2023-12-27,14.31,2023-12-27 00:00:00
24723,820,5934,invite,2024-08-01,30.95,2024-08-01 00:00:00
24724,3756,3505,support_ticket,2023-10-16,11.69,2023-10-16 00:00:00
24725,4900,2257,share,2024-12-24,11.23,2024-12-24 00:00:00
24726,623,3092,feature_usage,2023-11-04,74.09,2023-11-04 00:00:00
24727,2670,184,upload,2024-09-05,76.64,2024-09-05 00:00:00
24728,3373,4945,login,2023-03-22,5.14,2023-03-22 00:00:00
24729,4124,5643,settings_change,2023-07-27,53.89,2023-07-27 00:00:00
24730,1972,620,export_data,2023-07-17,53.87,2023-07-17 00:00:00
24731,2885,4380,settings_change,2023-09-21,44.11,2023-09-21 00:00:00
24732,493,2154,login,2024-12-11,61.03,2024-12-11 00:00:00
24733,1850,5109,share,2024-12-16,45.13,2024-12-16 00:00:00
24734,860,3177,export_data,2023-12-05,11.35,2023-12-05 00:00:00
24735,318,3422,login,2024-10-01,9.94,2024-10-01 00:00:00
24736,3144,2621,download,2023-02-07,98.78,2023-02-07 00:00:00
24737,517,1733,login,2024-01-14,26.21,2024-01-14 00:00:00
24738,1653,4054,payment,2024-02-19,40.96,2024-02-19 00:00:00
24739,1282,3592,api_call,2024-09-18,18.99,2024-09-18 00:00:00
24740,4338,5088,feature_usage,2024-09-17,85.52,2024-09-17 00:00:00
24741,2464,589,upload,2024-03-20,48.52,2024-03-20 00:00:00
24742,4801,2647,settings_change,2023-06-23,49.27,2023-06-23 00:00:00
24743,2015,4003,api_call,2023-11-15,71.02,2023-11-15 00:00:00
24744,2166,3985,share,2024-04-08,3.61,2024-04-08 00:00:00
24745,2129,1090,feature_usage,2024-06-15,19.41,2024-06-15 00:00:00
24746,1900,2757,download,2024-07-20,65.25,2024-07-20 00:00:00
24747,763,5089,support_ticket,2023-08-09,79.8,2023-08-09 00:00:00
24748,2778,5304,settings_change,2023-03-13,16.05,2023-03-13 00:00:00
24749,4994,2392,settings_change,2024-01-19,6.87,2024-01-19 00:00:00
24750,4364,5996,invite,2023-09-23,46.38,2023-09-23 00:00:00
24751,4456,1019,feature_usage,2023-12-03,4.14,2023-12-03 00:00:00
24752,23,4940,login,2024-01-15,82.23,2024-01-15 00:00:00
24753,2109,4677,support_ticket,2024-07-03,8.89,2024-07-03 00:00:00
24754,1842,1249,export_data,2024-09-27,64.04,2024-09-27 00:00:00
24755,867,3757,share,2023-08-31,51.78,2023-08-31 00:00:00
24756,4479,567,api_call,2024-11-20,68.57,2024-11-20 00:00:00
24757,385,3804,feature_usage,2024-11-06,65.27,2024-11-06 00:00:00
24758,123,5443,share,2024-12-07,37.84,2024-12-07 00:00:00
24759,1994,5052,export_data,2023-08-16,82.09,2023-08-16 00:00:00
24760,4723,2837,share,2024-09-28,10.71,2024-09-28 00:00:00
24761,2548,4313,upload,2024-01-07,83.07,2024-01-07 00:00:00
24762,1143,502,export_data,2024-09-08,40.38,2024-09-08 00:00:00
24763,4241,497,support_ticket,2023-11-17,61.26,2023-11-17 00:00:00
24764,3440,4621,share,2024-09-22,99.52,2024-09-22 00:00:00
24765,908,4894,profile_update,2024-09-11,17.84,2024-09-11 00:00:00
24766,1742,2416,feature_usage,2024-03-31,9.87,2024-03-31 00:00:00
24767,4050,5909,share,2023-05-06,96.07,2023-05-06 00:00:00
24768,1241,617,export_data,2024-02-27,39.84,2024-02-27 00:00:00
24769,1736,2242,invite,2024-01-28,83.01,2024-01-28 00:00:00
24770,2459,3791,payment,2024-02-26,1.54,2024-02-26 00:00:00
24771,454,5025,settings_change,2023-02-17,89.89,2023-02-17 00:00:00
24772,528,677,api_call,2024-01-19,54.84,2024-01-19 00:00:00
24773,318,885,settings_change,2023-12-12,52.34,2023-12-12 00:00:00
24774,2997,3286,profile_update,2024-10-08,19.42,2024-10-08 00:00:00
24775,193,2723,feature_usage,2023-04-18,40.79,2023-04-18 00:00:00
24776,517,503,download,2023-10-12,60.33,2023-10-12 00:00:00
24777,3335,1452,download,2024-01-24,96.98,2024-01-24 00:00:00
24778,2288,1325,feature_usage,2024-06-05,32.19,2024-06-05 00:00:00
24779,3257,4551,payment,2024-01-24,18.06,2024-01-24 00:00:00
24780,3251,5742,export_data,2024-03-30,64.82,2024-03-30 00:00:00
24781,15,2209,feature_usage,2024-07-16,41.2,2024-07-16 00:00:00
24782,975,1106,invite,2024-01-20,15.32,2024-01-20 00:00:00
24783,3815,3774,api_call,2024-09-04,35.64,2024-09-04 00:00:00
24784,2573,2094,feature_usage,2024-02-04,38.62,2024-02-04 00:00:00
24785,2200,5148,upload,2024-07-25,79.74,2024-07-25 00:00:00
24786,4771,4000,profile_update,2024-05-04,2.19,2024-05-04 00:00:00
24787,2820,1640,export_data,2024-12-23,12.99,2024-12-23 00:00:00
24788,1126,4041,login,2024-04-30,72.98,2024-04-30 00:00:00
24789,2648,3584,support_ticket,2024-09-28,68.73,2024-09-28 00:00:00
24790,4260,507,login,2023-10-26,8.25,2023-10-26 00:00:00
24791,2625,1822,export_data,2024-12-27,17.55,2024-12-27 00:00:00
24792,3504,397,login,2024-11-04,15.05,2024-11-04 00:00:00
24793,2712,851,invite,2024-08-25,57.23,2024-08-25 00:00:00
24794,2842,4386,settings_change,2024-02-27,98.83,2024-02-27 00:00:00
24795,2183,402,share,2023-08-13,48.68,2023-08-13 00:00:00
24796,4600,4626,share,2024-04-10,15.85,2024-04-10 00:00:00
24797,1802,1778,export_data,2024-04-11,72.02,2024-04-11 00:00:00
24798,982,4307,api_call,2023-08-04,20.74,2023-08-04 00:00:00
24799,127,1388,export_data,2024-06-20,69.7,2024-06-20 00:00:00
24800,4169,4151,api_call,2024-02-12,26.35,2024-02-12 00:00:00
24801,2510,2562,download,2024-04-06,99.1,2024-04-06 00:00:00
24802,3623,1270,invite,2024-05-02,96.62,2024-05-02 00:00:00
24803,1614,378,export_data,2024-09-23,25.34,2024-09-23 00:00:00
24804,577,1794,login,2023-12-05,40.24,2023-12-05 00:00:00
24805,1873,5537,share,2024-08-23,70.62,2024-08-23 00:00:00
24806,428,2833,feature_usage,2024-05-27,33.65,2024-05-27 00:00:00
24807,531,4684,upload,2024-10-10,76.76,2024-10-10 00:00:00
24808,3047,1847,profile_update,2024-05-03,81.83,2024-05-03 00:00:00
24809,2663,1060,feature_usage,2024-11-26,30.71,2024-11-26 00:00:00
24810,676,2151,settings_change,2024-12-28,84.68,2024-12-28 00:00:00
24811,2242,5885,profile_update,2024-01-06,63.51,2024-01-06 00:00:00
24812,4002,2549,download,2023-09-01,91.97,2023-09-01 00:00:00
24813,3636,510,share,2024-06-08,69.03,2024-06-08 00:00:00
24814,1858,1988,profile_update,2024-12-28,3.49,2024-12-28 00:00:00
24815,4533,3693,invite,2024-06-25,15.72,2024-06-25 00:00:00
24816,1762,3568,payment,2024-05-15,8.59,2024-05-15 00:00:00
24817,3818,4789,feature_usage,2023-08-20,1.05,2023-08-20 00:00:00
24818,1795,5432,export_data,2023-11-28,48.89,2023-11-28 00:00:00
24819,3924,4115,api_call,2024-01-23,12.65,2024-01-23 00:00:00
24820,2686,3867,login,2023-06-27,34.18,2023-06-27 00:00:00
24821,923,2956,api_call,2024-09-20,3.14,2024-09-20 00:00:00
24822,4642,4967,payment,2023-10-22,10.48,2023-10-22 00:00:00
24823,2067,5651,upload,2024-01-21,36.98,2024-01-21 00:00:00
24824,1796,2988,feature_usage,2024-01-27,9.42,2024-01-27 00:00:00
24825,2945,1110,share,2024-03-16,7.07,2024-03-16 00:00:00
24826,4648,2577,api_call,2024-01-13,77.02,2024-01-13 00:00:00
24827,2375,4071,upload,2024-12-22,8.47,2024-12-22 00:00:00
24828,1471,4101,share,2024-08-09,2.98,2024-08-09 00:00:00
24829,4547,4113,support_ticket,2024-02-28,48.28,2024-02-28 00:00:00
24830,3315,2623,download,2024-09-06,66.5,2024-09-06 00:00:00
24831,3930,135,invite,2023-06-28,57.46,2023-06-28 00:00:00
24832,348,5563,download,2023-07-29,93.57,2023-07-29 00:00:00
24833,2731,1893,api_call,2024-09-26,60.32,2024-09-26 00:00:00
24834,4241,497,settings_change,2024-02-07,17.09,2024-02-07 00:00:00
24835,4455,4446,login,2023-10-07,58.07,2023-10-07 00:00:00
24836,3410,5209,support_ticket,2023-05-08,84.79,2023-05-08 00:00:00
24837,4697,2256,api_call,2023-08-18,2.78,2023-08-18 00:00:00
24838,2188,958,export_data,2023-02-27,98.36,2023-02-27 00:00:00
24839,767,3423,feature_usage,2024-11-04,13.28,2024-11-04 00:00:00
24840,3708,1207,payment,2024-06-09,54.94,2024-06-09 00:00:00
24841,1638,5048,upload,2024-01-13,64.55,2024-01-13 00:00:00
24842,4545,5722,login,2024-05-30,17.57,2024-05-30 00:00:00
24843,1085,5977,upload,2024-03-27,32.47,2024-03-27 00:00:00
24844,4209,5744,upload,2024-05-23,69.74,2024-05-23 00:00:00
24845,201,4985,settings_change,2024-01-28,56.72,2024-01-28 00:00:00
24846,4608,5351,upload,2023-07-17,76.28,2023-07-17 00:00:00
24847,1588,1304,download,2024-09-04,11.31,2024-09-04 00:00:00
24848,598,5202,profile_update,2024-08-13,14.52,2024-08-13 00:00:00
24849,2028,5753,payment,2024-06-06,52.22,2024-06-06 00:00:00
24850,1035,1665,payment,2023-07-25,33.22,2023-07-25 00:00:00
24851,650,3681,api_call,2023-12-12,3.74,2023-12-12 00:00:00
24852,1896,50,feature_usage,2023-08-17,82.58,2023-08-17 00:00:00
24853,417,1008,feature_usage,2024-01-11,91.02,2024-01-11 00:00:00
24854,3275,4757,support_ticket,2024-11-13,70.5,2024-11-13 00:00:00
24855,4619,4706,download,2023-08-13,22.02,2023-08-13 00:00:00
24856,1083,4389,export_data,2024-10-21,25.95,2024-10-21 00:00:00
24857,1828,1203,login,2023-05-28,16.25,2023-05-28 00:00:00
24858,1057,3219,upload,2024-11-18,36.01,2024-11-18 00:00:00
24859,1315,2448,feature_usage,2023-10-13,36.83,2023-10-13 00:00:00
24860,2339,1281,upload,2024-07-15,61.33,2024-07-15 00:00:00
24861,4758,4805,export_data,2023-08-27,43.55,2023-08-27 00:00:00
24862,4188,4302,invite,2024-12-16,95.46,2024-12-16 00:00:00
24863,2297,1257,settings_change,2023-12-06,10.53,2023-12-06 00:00:00
24864,545,3026,invite,2023-05-28,7.04,2023-05-28 00:00:00
24865,1101,3793,share,2024-03-13,5.56,2024-03-13 00:00:00
24866,2522,2121,share,2023-12-18,27.65,2023-12-18 00:00:00
24867,2768,3148,profile_update,2023-04-14,93.34,2023-04-14 00:00:00
24868,580,1985,share,2024-02-11,7.54,2024-02-11 00:00:00
24869,1189,2637,feature_usage,2024-11-14,65.19,2024-11-14 00:00:00
24870,3501,3977,profile_update,2024-01-19,63.92,2024-01-19 00:00:00
24871,3166,5734,settings_change,2023-10-04,33.99,2023-10-04 00:00:00
24872,1660,5680,download,2024-04-08,37.81,2024-04-08 00:00:00
24873,4767,3218,support_ticket,2023-07-06,44.29,2023-07-06 00:00:00
24874,3139,5818,support_ticket,2024-02-26,32.25,2024-02-26 00:00:00
24875,1124,4727,download,2024-06-02,57.64,2024-06-02 00:00:00
24876,3252,2546,share,2024-01-13,2.55,2024-01-13 00:00:00
24877,4621,3819,settings_change,2024-10-20,53.02,2024-10-20 00:00:00
24878,2075,2940,export_data,2023-10-10,90.44,2023-10-10 00:00:00
24879,496,1001,share,2024-02-24,47.98,2024-02-24 00:00:00
24880,726,1966,export_data,2023-10-27,52.74,2023-10-27 00:00:00
24881,2358,2727,payment,2024-12-30,91.1,2024-12-30 00:00:00
24882,279,4921,payment,2024-01-01,41.2,2024-01-01 00:00:00
24883,3310,4714,support_ticket,2024-03-29,52.53,2024-03-29 00:00:00
24884,2460,3185,download,2024-09-28,68.42,2024-09-28 00:00:00
24885,3731,3942,download,2023-12-08,15.84,2023-12-08 00:00:00
24886,2816,3399,payment,2023-10-22,80.78,2023-10-22 00:00:00
24887,48,4047,feature_usage,2024-07-08,91.88,2024-07-08 00:00:00
24888,2482,37,download,2023-12-01,26.33,2023-12-01 00:00:00
24889,2707,1885,download,2024-03-19,37.21,2024-03-19 00:00:00
24890,1547,4409,profile_update,2024-04-18,56.83,2024-04-18 00:00:00
24891,4331,2908,upload,2024-02-27,67.37,2024-02-27 00:00:00
24892,573,5120,profile_update,2024-08-24,66.92,2024-08-24 00:00:00
24893,4635,4178,feature_usage,2024-07-17,44.86,2024-07-17 00:00:00
24894,4237,496,login,2024-12-03,61.45,2024-12-03 00:00:00
24895,2602,2799,share,2024-04-03,15.83,2024-04-03 00:00:00
24896,4037,4822,profile_update,2023-11-14,0.63,2023-11-14 00:00:00
24897,2881,137,payment,2023-07-05,90.26,2023-07-05 00:00:00
24898,4039,943,api_call,2024-09-22,36.22,2024-09-22 00:00:00
24899,805,4827,feature_usage,2023-06-21,43.83,2023-06-21 00:00:00
24900,1563,3262,settings_change,2024-01-24,11.48,2024-01-24 00:00:00
24901,356,3922,payment,2024-08-22,64.79,2024-08-22 00:00:00
24902,4788,1050,invite,2024-08-12,74.74,2024-08-12 00:00:00
24903,4263,523,settings_change,2024-05-29,83.37,2024-05-29 00:00:00
24904,638,314,upload,2024-06-06,73.06,2024-06-06 00:00:00
24905,2971,1063,profile_update,2024-06-19,66.25,2024-06-19 00:00:00
24906,2525,4740,api_call,2024-06-21,30.23,2024-06-21 00:00:00
24907,3654,4341,feature_usage,2023-09-12,67.38,2023-09-12 00:00:00
24908,3231,2011,share,2024-07-02,53.87,2024-07-02 00:00:00
24909,2181,5960,login,2024-06-17,95.46,2024-06-17 00:00:00
24910,4432,2175,login,2024-04-01,57.57,2024-04-01 00:00:00
24911,555,4746,invite,2023-12-07,27.55,2023-12-07 00:00:00
24912,4050,5909,invite,2023-05-03,61.69,2023-05-03 00:00:00
24913,4917,2839,support_ticket,2023-09-06,71.62,2023-09-06 00:00:00
24914,753,480,share,2024-09-03,77.75,2024-09-03 00:00:00
24915,1976,5125,support_ticket,2024-09-04,35.13,2024-09-04 00:00:00
24916,364,3022,feature_usage,2024-08-24,14.4,2024-08-24 00:00:00
24917,2344,3065,share,2024-05-09,88.57,2024-05-09 00:00:00
24918,1786,641,feature_usage,2023-08-10,45.15,2023-08-10 00:00:00
24919,3245,4452,share,2024-10-06,36.19,2024-10-06 00:00:00
24920,4073,4263,export_data,2024-12-20,74.0,2024-12-20 00:00:00
24921,1745,661,download,2023-07-17,25.5,2023-07-17 00:00:00
24922,4516,2888,payment,2024-02-10,4.44,2024-02-10 00:00:00
24923,4813,5495,feature_usage,2023-05-22,4.47,2023-05-22 00:00:00
24924,2333,5840,profile_update,2024-03-30,90.73,2024-03-30 00:00:00
24925,67,1057,settings_change,2023-09-25,41.37,2023-09-25 00:00:00
24926,2444,532,download,2023-10-03,5.92,2023-10-03 00:00:00
24927,148,2646,download,2023-12-01,95.96,2023-12-01 00:00:00
24928,428,2833,upload,2024-07-28,11.78,2024-07-28 00:00:00
24929,1106,3,payment,2023-11-25,88.2,2023-11-25 00:00:00
