subscription_id,customer_id,plan_id,plan_name,mrr,start_date,end_date,status,billing_period,created_at
2934,2370,2,Standard,19.99,2023-02-16,,active,monthly,2023-02-16 00:00:00
2935,3598,3,Premium,49.99,2023-08-13,,active,monthly,2023-08-13 00:00:00
2936,723,3,Premium,49.99,2023-05-25,,active,monthly,2023-05-25 00:00:00
2937,3182,1,Basic,9.99,2023-05-13,,active,monthly,2023-05-13 00:00:00
2938,2198,3,Premium,49.99,2023-10-21,2024-06-17,churned,annual,2023-10-21 00:00:00
2939,2886,4,Enterprise,99.99,2023-07-10,2024-02-05,churned,annual,2023-07-10 00:00:00
2940,2075,2,Standard,19.99,2023-03-04,,active,monthly,2023-03-04 00:00:00
2941,4407,1,Basic,9.99,2023-09-02,,active,annual,2023-09-02 00:00:00
2942,1472,1,Basic,9.99,2023-10-23,,active,annual,2023-10-23 00:00:00
2943,92,4,Enterprise,99.99,2024-01-09,,active,annual,2024-01-09 00:00:00
2944,499,4,Enterprise,99.99,2023-11-22,2024-05-20,churned,monthly,2023-11-22 00:00:00
2945,402,1,Basic,9.99,2023-10-16,,active,monthly,2023-10-16 00:00:00
2946,120,1,Basic,9.99,2023-08-20,,active,monthly,2023-08-20 00:00:00
2947,3307,2,Standard,19.99,2023-09-05,,active,annual,2023-09-05 00:00:00
2948,1420,4,Enterprise,99.99,2023-08-06,2024-04-02,churned,annual,2023-08-06 00:00:00
2949,1921,2,Standard,19.99,2023-03-12,,active,monthly,2023-03-12 00:00:00
2950,4997,3,Premium,49.99,2023-05-05,,active,monthly,2023-05-05 00:00:00
2951,2943,4,Enterprise,99.99,2023-12-10,,active,annual,2023-12-10 00:00:00
2952,2918,1,Basic,9.99,2023-12-16,,active,annual,2023-12-16 00:00:00
2953,927,4,Enterprise,99.99,2023-04-19,,active,monthly,2023-04-19 00:00:00
2954,200,4,Enterprise,99.99,2023-05-25,,active,monthly,2023-05-25 00:00:00
2955,4497,2,Standard,19.99,2023-08-15,,active,annual,2023-08-15 00:00:00
2956,923,3,Premium,49.99,2023-11-11,2024-10-06,churned,annual,2023-11-11 00:00:00
2957,4390,2,Standard,19.99,2023-02-25,,active,monthly,2023-02-25 00:00:00
2958,1830,2,Standard,19.99,2023-05-05,,active,annual,2023-05-05 00:00:00
2959,938,4,Enterprise,99.99,2023-03-28,,active,monthly,2023-03-28 00:00:00
2960,3661,2,Standard,19.99,2023-03-14,,active,monthly,2023-03-14 00:00:00
2961,1131,4,Enterprise,99.99,2023-10-06,,active,monthly,2023-10-06 00:00:00
2962,2658,1,Basic,9.99,2023-07-10,,active,monthly,2023-07-10 00:00:00
2963,579,3,Premium,49.99,2024-01-01,,active,monthly,2024-01-01 00:00:00
2964,1333,3,Premium,49.99,2023-07-13,,active,annual,2023-07-13 00:00:00
2965,3402,4,Enterprise,99.99,2023-05-16,,active,annual,2023-05-16 00:00:00
2966,2374,4,Enterprise,99.99,2023-04-14,2023-08-12,churned,annual,2023-04-14 00:00:00
2967,3143,1,Basic,9.99,2023-08-04,2023-10-03,churned,annual,2023-08-04 00:00:00
2968,3038,1,Basic,9.99,2023-10-29,,active,annual,2023-10-29 00:00:00
2969,1350,3,Premium,49.99,2024-01-03,,active,monthly,2024-01-03 00:00:00
2970,1285,1,Basic,9.99,2023-05-18,,active,annual,2023-05-18 00:00:00
2971,3956,4,Enterprise,99.99,2023-06-12,,active,annual,2023-06-12 00:00:00
2972,4504,1,Basic,9.99,2023-05-03,2023-09-30,churned,annual,2023-05-03 00:00:00
2973,411,1,Basic,9.99,2023-06-17,,active,annual,2023-06-17 00:00:00
2974,286,1,Basic,9.99,2023-08-12,,active,monthly,2023-08-12 00:00:00
2975,3511,3,Premium,49.99,2023-06-06,,active,monthly,2023-06-06 00:00:00
2976,4868,4,Enterprise,99.99,2023-01-28,,active,annual,2023-01-28 00:00:00
2977,2230,3,Premium,49.99,2023-08-28,,active,monthly,2023-08-28 00:00:00
2978,3899,2,Standard,19.99,2023-11-29,2024-02-27,churned,monthly,2023-11-29 00:00:00
2979,1527,1,Basic,9.99,2023-09-24,2023-12-23,churned,annual,2023-09-24 00:00:00
2980,3003,1,Basic,9.99,2023-10-05,,active,annual,2023-10-05 00:00:00
2981,3811,1,Basic,9.99,2023-09-09,,active,monthly,2023-09-09 00:00:00
2982,3397,4,Enterprise,99.99,2023-07-07,,active,annual,2023-07-07 00:00:00
2983,2148,2,Standard,19.99,2023-07-21,2023-11-18,churned,annual,2023-07-21 00:00:00
2984,4623,2,Standard,19.99,2023-09-02,2024-05-29,churned,monthly,2023-09-02 00:00:00
2985,227,4,Enterprise,99.99,2023-09-16,,active,monthly,2023-09-16 00:00:00
2986,1676,4,Enterprise,99.99,2023-03-15,2023-06-13,churned,annual,2023-03-15 00:00:00
2987,2266,2,Standard,19.99,2023-09-17,,active,annual,2023-09-17 00:00:00
2988,1796,2,Standard,19.99,2023-09-01,,active,annual,2023-09-01 00:00:00
2989,1800,3,Premium,49.99,2023-04-29,,active,annual,2023-04-29 00:00:00
2990,1757,1,Basic,9.99,2023-11-01,,active,annual,2023-11-01 00:00:00
2991,2380,1,Basic,9.99,2023-02-02,,active,annual,2023-02-02 00:00:00
2992,2862,3,Premium,49.99,2023-11-29,,active,annual,2023-11-29 00:00:00
2993,4534,4,Enterprise,99.99,2023-11-07,,active,annual,2023-11-07 00:00:00
2994,2219,3,Premium,49.99,2023-04-11,,active,annual,2023-04-11 00:00:00
2995,1305,2,Standard,19.99,2023-07-23,,active,annual,2023-07-23 00:00:00
2996,309,3,Premium,49.99,2023-02-12,,active,monthly,2023-02-12 00:00:00
2997,1846,3,Premium,49.99,2023-07-16,,active,annual,2023-07-16 00:00:00
2998,2586,3,Premium,49.99,2023-03-12,,active,monthly,2023-03-12 00:00:00
2999,4358,3,Premium,49.99,2023-06-29,2023-11-26,churned,monthly,2023-06-29 00:00:00
3000,2703,3,Premium,49.99,2023-06-21,,active,annual,2023-06-21 00:00:00
3001,2363,2,Standard,19.99,2023-03-29,,active,annual,2023-03-29 00:00:00
3002,1983,2,Standard,19.99,2023-04-02,,active,annual,2023-04-02 00:00:00
3003,4048,3,Premium,49.99,2023-07-16,2024-06-10,churned,annual,2023-07-16 00:00:00
3004,2464,4,Enterprise,99.99,2023-09-01,,active,monthly,2023-09-01 00:00:00
3005,570,3,Premium,49.99,2023-08-13,2024-07-08,churned,annual,2023-08-13 00:00:00
3006,2268,2,Standard,19.99,2023-03-07,,active,annual,2023-03-07 00:00:00
3007,594,3,Premium,49.99,2023-08-23,,active,annual,2023-08-23 00:00:00
3008,2807,3,Premium,49.99,2023-06-21,,active,annual,2023-06-21 00:00:00
3009,4444,1,Basic,9.99,2023-04-11,,active,annual,2023-04-11 00:00:00
3010,3931,3,Premium,49.99,2024-01-22,,active,monthly,2024-01-22 00:00:00
3011,1780,2,Standard,19.99,2024-01-12,,active,annual,2024-01-12 00:00:00
3012,3662,2,Standard,19.99,2023-08-31,,active,monthly,2023-08-31 00:00:00
3013,605,4,Enterprise,99.99,2023-09-09,,active,monthly,2023-09-09 00:00:00
3014,148,1,Basic,9.99,2023-08-20,,active,monthly,2023-08-20 00:00:00
3015,4015,4,Enterprise,99.99,2023-04-04,2024-01-29,churned,annual,2023-04-04 00:00:00
3016,1187,3,Premium,49.99,2023-06-04,,active,annual,2023-06-04 00:00:00
3017,4754,1,Basic,9.99,2023-08-02,,active,monthly,2023-08-02 00:00:00
3018,2428,1,Basic,9.99,2023-03-11,2023-12-06,churned,annual,2023-03-11 00:00:00
3019,3175,1,Basic,9.99,2023-04-18,2023-07-17,churned,monthly,2023-04-18 00:00:00
3020,1513,3,Premium,49.99,2023-09-17,2023-12-16,churned,monthly,2023-09-17 00:00:00
3021,2477,3,Premium,49.99,2023-08-02,,active,monthly,2023-08-02 00:00:00
3022,364,2,Standard,19.99,2023-06-30,,active,annual,2023-06-30 00:00:00
3023,4382,2,Standard,19.99,2023-10-07,2024-06-03,churned,annual,2023-10-07 00:00:00
3024,3033,2,Standard,19.99,2023-12-17,,active,monthly,2023-12-17 00:00:00
3025,2511,1,Basic,9.99,2023-08-17,2024-02-13,churned,monthly,2023-08-17 00:00:00
3026,545,3,Premium,49.99,2023-04-11,2023-10-08,churned,monthly,2023-04-11 00:00:00
3027,1197,4,Enterprise,99.99,2023-11-15,,active,annual,2023-11-15 00:00:00
3028,1919,4,Enterprise,99.99,2023-07-05,2024-05-30,churned,annual,2023-07-05 00:00:00
3029,2670,1,Basic,9.99,2023-07-25,2024-01-21,churned,annual,2023-07-25 00:00:00
3030,51,2,Standard,19.99,2023-07-21,2024-07-15,churned,annual,2023-07-21 00:00:00
3031,2338,3,Premium,49.99,2023-03-12,,active,monthly,2023-03-12 00:00:00
3032,193,3,Premium,49.99,2023-04-15,,active,monthly,2023-04-15 00:00:00
3033,3137,1,Basic,9.99,2023-09-24,2023-11-23,churned,monthly,2023-09-24 00:00:00
3034,431,4,Enterprise,99.99,2023-11-11,,active,annual,2023-11-11 00:00:00
3035,3183,3,Premium,49.99,2023-10-29,,active,monthly,2023-10-29 00:00:00
3036,1237,4,Enterprise,99.99,2023-07-18,2024-02-13,churned,monthly,2023-07-18 00:00:00
3037,823,4,Enterprise,99.99,2023-10-04,,active,monthly,2023-10-04 00:00:00
3038,4763,4,Enterprise,99.99,2023-01-25,2023-09-22,churned,annual,2023-01-25 00:00:00
3039,3159,4,Enterprise,99.99,2023-10-11,,active,monthly,2023-10-11 00:00:00
3040,2477,1,Basic,9.99,2023-08-17,,active,annual,2023-08-17 00:00:00
3041,4490,3,Premium,49.99,2023-12-09,,active,monthly,2023-12-09 00:00:00
3042,432,4,Enterprise,99.99,2023-10-23,,active,monthly,2023-10-23 00:00:00
3043,2909,4,Enterprise,99.99,2023-04-01,,active,monthly,2023-04-01 00:00:00
3044,4858,4,Enterprise,99.99,2023-11-30,2024-09-25,churned,monthly,2023-11-30 00:00:00
3045,1635,4,Enterprise,99.99,2023-07-23,2024-05-18,churned,annual,2023-07-23 00:00:00
3046,1583,2,Standard,19.99,2023-02-15,,active,monthly,2023-02-15 00:00:00
3047,1760,3,Premium,49.99,2023-03-06,2024-02-29,churned,annual,2023-03-06 00:00:00
3048,2242,1,Basic,9.99,2023-04-02,,active,annual,2023-04-02 00:00:00
3049,220,2,Standard,19.99,2024-01-27,,active,annual,2024-01-27 00:00:00
3050,1769,4,Enterprise,99.99,2023-02-08,,active,monthly,2023-02-08 00:00:00
3051,119,2,Standard,19.99,2023-08-08,,active,annual,2023-08-08 00:00:00
3052,4562,2,Standard,19.99,2023-03-15,,active,monthly,2023-03-15 00:00:00
3053,3370,3,Premium,49.99,2023-03-08,,active,monthly,2023-03-08 00:00:00
3054,422,3,Premium,49.99,2023-07-30,2023-10-28,churned,annual,2023-07-30 00:00:00
3055,2651,2,Standard,19.99,2023-05-11,,active,monthly,2023-05-11 00:00:00
3056,412,2,Standard,19.99,2023-06-17,2024-06-11,churned,monthly,2023-06-17 00:00:00
3057,2687,1,Basic,9.99,2023-03-19,,active,annual,2023-03-19 00:00:00
3058,1986,3,Premium,49.99,2024-01-06,,active,annual,2024-01-06 00:00:00
3059,2897,4,Enterprise,99.99,2023-01-07,,active,monthly,2023-01-07 00:00:00
3060,3640,1,Basic,9.99,2023-02-07,,active,monthly,2023-02-07 00:00:00
3061,2458,3,Premium,49.99,2023-06-09,,active,monthly,2023-06-09 00:00:00
3062,2401,2,Standard,19.99,2023-11-19,,active,annual,2023-11-19 00:00:00
3063,2076,3,Premium,49.99,2023-12-13,,active,monthly,2023-12-13 00:00:00
3064,977,1,Basic,9.99,2024-01-12,,active,monthly,2024-01-12 00:00:00
3065,2344,4,Enterprise,99.99,2023-07-17,2024-06-11,churned,monthly,2023-07-17 00:00:00
3066,4021,3,Premium,49.99,2023-06-22,,active,monthly,2023-06-22 00:00:00
3067,2799,4,Enterprise,99.99,2023-07-30,2024-01-26,churned,monthly,2023-07-30 00:00:00
3068,736,4,Enterprise,99.99,2023-04-28,,active,monthly,2023-04-28 00:00:00
3069,4090,4,Enterprise,99.99,2023-05-22,,active,monthly,2023-05-22 00:00:00
3070,1335,1,Basic,9.99,2023-04-27,,active,monthly,2023-04-27 00:00:00
3071,1788,2,Standard,19.99,2023-05-16,2024-02-10,churned,monthly,2023-05-16 00:00:00
3072,1964,4,Enterprise,99.99,2023-07-11,,active,annual,2023-07-11 00:00:00
3073,123,4,Enterprise,99.99,2023-02-28,,active,annual,2023-02-28 00:00:00
3074,3846,4,Enterprise,99.99,2023-04-21,,active,annual,2023-04-21 00:00:00
3075,3777,2,Standard,19.99,2024-01-04,,active,annual,2024-01-04 00:00:00
3076,3695,4,Enterprise,99.99,2023-06-05,,active,annual,2023-06-05 00:00:00
3077,1499,3,Premium,49.99,2023-12-14,,active,monthly,2023-12-14 00:00:00
3078,1212,3,Premium,49.99,2023-10-03,2024-03-01,churned,annual,2023-10-03 00:00:00
3079,2639,3,Premium,49.99,2023-10-04,2024-01-02,churned,monthly,2023-10-04 00:00:00
3080,2646,2,Standard,19.99,2023-12-13,,active,monthly,2023-12-13 00:00:00
3081,3863,4,Enterprise,99.99,2023-08-02,,active,monthly,2023-08-02 00:00:00
3082,4985,3,Premium,49.99,2023-04-07,,active,monthly,2023-04-07 00:00:00
3083,877,2,Standard,19.99,2023-06-24,,active,annual,2023-06-24 00:00:00
3084,1781,4,Enterprise,99.99,2023-04-20,,active,monthly,2023-04-20 00:00:00
3085,700,1,Basic,9.99,2023-06-27,2024-06-21,churned,monthly,2023-06-27 00:00:00
3086,4181,3,Premium,49.99,2023-01-14,,active,annual,2023-01-14 00:00:00
3087,3218,3,Premium,49.99,2023-12-13,,active,monthly,2023-12-13 00:00:00
3088,669,2,Standard,19.99,2023-11-20,,active,monthly,2023-11-20 00:00:00
3089,3630,1,Basic,9.99,2023-09-11,,active,monthly,2023-09-11 00:00:00
3090,293,4,Enterprise,99.99,2023-07-31,2024-01-27,churned,monthly,2023-07-31 00:00:00
3091,3727,2,Standard,19.99,2023-08-21,,active,monthly,2023-08-21 00:00:00
3092,623,1,Basic,9.99,2023-08-19,,active,monthly,2023-08-19 00:00:00
3093,183,1,Basic,9.99,2023-07-31,2024-06-25,churned,monthly,2023-07-31 00:00:00
3094,2582,3,Premium,49.99,2024-01-07,2024-02-06,churned,monthly,2024-01-07 00:00:00
3095,1217,1,Basic,9.99,2023-09-29,,active,annual,2023-09-29 00:00:00
3096,39,1,Basic,9.99,2023-02-25,,active,annual,2023-02-25 00:00:00
3097,2318,2,Standard,19.99,2023-08-19,,active,monthly,2023-08-19 00:00:00
3098,4857,1,Basic,9.99,2023-11-07,,active,annual,2023-11-07 00:00:00
3099,4380,2,Standard,19.99,2023-07-05,,active,monthly,2023-07-05 00:00:00
3100,3313,4,Enterprise,99.99,2023-07-24,,active,annual,2023-07-24 00:00:00
3101,944,4,Enterprise,99.99,2023-01-18,,active,monthly,2023-01-18 00:00:00
3102,3731,1,Basic,9.99,2023-09-29,,active,monthly,2023-09-29 00:00:00
3103,3363,3,Premium,49.99,2023-07-11,,active,monthly,2023-07-11 00:00:00
3104,4614,4,Enterprise,99.99,2023-10-04,2023-12-03,churned,annual,2023-10-04 00:00:00
3105,4820,2,Standard,19.99,2023-04-16,,active,monthly,2023-04-16 00:00:00
3106,424,3,Premium,49.99,2023-12-13,2024-08-09,churned,monthly,2023-12-13 00:00:00
3107,632,3,Premium,49.99,2023-09-23,,active,monthly,2023-09-23 00:00:00
3108,4956,3,Premium,49.99,2024-01-07,,active,annual,2024-01-07 00:00:00
3109,371,3,Premium,49.99,2023-12-22,,active,annual,2023-12-22 00:00:00
3110,1285,2,Standard,19.99,2023-05-07,,active,annual,2023-05-07 00:00:00
3111,1821,4,Enterprise,99.99,2023-11-15,2024-02-13,churned,annual,2023-11-15 00:00:00
3112,342,4,Enterprise,99.99,2023-05-26,2024-01-21,churned,annual,2023-05-26 00:00:00
3113,2259,1,Basic,9.99,2023-11-16,,active,annual,2023-11-16 00:00:00
3114,1163,2,Standard,19.99,2023-05-23,,active,annual,2023-05-23 00:00:00
3115,4857,4,Enterprise,99.99,2023-10-21,2024-05-18,churned,annual,2023-10-21 00:00:00
3116,1726,4,Enterprise,99.99,2023-10-26,2023-11-25,churned,annual,2023-10-26 00:00:00
3117,3980,3,Premium,49.99,2023-11-04,2024-01-03,churned,monthly,2023-11-04 00:00:00
3118,3830,4,Enterprise,99.99,2023-12-26,,active,monthly,2023-12-26 00:00:00
3119,4700,2,Standard,19.99,2023-08-07,2024-07-02,churned,annual,2023-08-07 00:00:00
3120,2504,4,Enterprise,99.99,2024-01-05,2024-06-03,churned,annual,2024-01-05 00:00:00
3121,2794,4,Enterprise,99.99,2023-05-23,,active,monthly,2023-05-23 00:00:00
3122,1965,2,Standard,19.99,2023-01-19,,active,monthly,2023-01-19 00:00:00
3123,2259,1,Basic,9.99,2023-11-19,,active,monthly,2023-11-19 00:00:00
3124,4772,3,Premium,49.99,2023-04-06,,active,monthly,2023-04-06 00:00:00
3125,1620,3,Premium,49.99,2023-04-21,,active,monthly,2023-04-21 00:00:00
3126,1049,1,Basic,9.99,2023-02-17,,active,annual,2023-02-17 00:00:00
3127,3722,2,Standard,19.99,2023-02-12,,active,annual,2023-02-12 00:00:00
3128,917,4,Enterprise,99.99,2023-11-28,,active,annual,2023-11-28 00:00:00
3129,2387,3,Premium,49.99,2023-05-09,,active,annual,2023-05-09 00:00:00
3130,3099,4,Enterprise,99.99,2023-07-27,2024-02-22,churned,monthly,2023-07-27 00:00:00
3131,3702,1,Basic,9.99,2023-10-23,,active,monthly,2023-10-23 00:00:00
3132,2476,4,Enterprise,99.99,2023-06-02,,active,monthly,2023-06-02 00:00:00
3133,4460,4,Enterprise,99.99,2023-04-01,2023-05-31,churned,annual,2023-04-01 00:00:00
3134,1370,2,Standard,19.99,2023-12-07,,active,monthly,2023-12-07 00:00:00
3135,988,2,Standard,19.99,2023-08-29,,active,annual,2023-08-29 00:00:00
3136,3742,3,Premium,49.99,2023-01-21,2023-03-22,churned,monthly,2023-01-21 00:00:00
3137,1465,3,Premium,49.99,2023-12-19,,active,monthly,2023-12-19 00:00:00
3138,3376,1,Basic,9.99,2023-03-04,,active,monthly,2023-03-04 00:00:00
3139,3773,2,Standard,19.99,2023-02-07,2023-10-05,churned,monthly,2023-02-07 00:00:00
3140,4222,2,Standard,19.99,2023-02-12,2023-04-13,churned,annual,2023-02-12 00:00:00
3141,3899,4,Enterprise,99.99,2023-11-29,2024-07-26,churned,annual,2023-11-29 00:00:00
3142,4353,4,Enterprise,99.99,2023-02-18,,active,annual,2023-02-18 00:00:00
3143,1822,4,Enterprise,99.99,2023-10-24,,active,annual,2023-10-24 00:00:00
3144,4075,1,Basic,9.99,2023-06-09,2023-09-07,churned,monthly,2023-06-09 00:00:00
3145,353,4,Enterprise,99.99,2023-09-15,2024-06-11,churned,annual,2023-09-15 00:00:00
3146,2187,3,Premium,49.99,2023-01-22,,active,monthly,2023-01-22 00:00:00
3147,4781,1,Basic,9.99,2023-03-31,,active,monthly,2023-03-31 00:00:00
3148,2768,4,Enterprise,99.99,2023-04-11,,active,annual,2023-04-11 00:00:00
3149,412,4,Enterprise,99.99,2023-06-27,2024-01-23,churned,monthly,2023-06-27 00:00:00
3150,421,1,Basic,9.99,2023-02-22,,active,annual,2023-02-22 00:00:00
3151,284,3,Premium,49.99,2023-04-14,,active,annual,2023-04-14 00:00:00
3152,4483,1,Basic,9.99,2023-04-17,,active,annual,2023-04-17 00:00:00
3153,2200,2,Standard,19.99,2023-12-02,,active,monthly,2023-12-02 00:00:00
3154,96,1,Basic,9.99,2023-06-29,,active,monthly,2023-06-29 00:00:00
3155,554,1,Basic,9.99,2023-12-15,,active,monthly,2023-12-15 00:00:00
3156,1261,1,Basic,9.99,2023-09-15,,active,monthly,2023-09-15 00:00:00
3157,345,4,Enterprise,99.99,2023-06-05,,active,annual,2023-06-05 00:00:00
3158,1525,3,Premium,49.99,2023-01-10,,active,monthly,2023-01-10 00:00:00
3159,955,1,Basic,9.99,2023-08-26,2024-08-20,churned,monthly,2023-08-26 00:00:00
3160,2853,4,Enterprise,99.99,2024-01-18,2024-05-17,churned,monthly,2024-01-18 00:00:00
3161,181,4,Enterprise,99.99,2023-05-18,,active,annual,2023-05-18 00:00:00
3162,3890,3,Premium,49.99,2023-05-22,2023-06-21,churned,annual,2023-05-22 00:00:00
3163,4180,1,Basic,9.99,2023-03-24,,active,monthly,2023-03-24 00:00:00
3164,2320,3,Premium,49.99,2023-04-07,,active,annual,2023-04-07 00:00:00
3165,1568,2,Standard,19.99,2023-11-06,,active,monthly,2023-11-06 00:00:00
3166,746,1,Basic,9.99,2023-02-03,,active,annual,2023-02-03 00:00:00
3167,4672,2,Standard,19.99,2024-01-20,,active,monthly,2024-01-20 00:00:00
3168,3092,3,Premium,49.99,2023-01-31,,active,annual,2023-01-31 00:00:00
3169,1102,1,Basic,9.99,2023-02-22,,active,monthly,2023-02-22 00:00:00
3170,590,2,Standard,19.99,2023-05-25,,active,monthly,2023-05-25 00:00:00
3171,3132,3,Premium,49.99,2023-05-27,,active,annual,2023-05-27 00:00:00
3172,1049,2,Standard,19.99,2023-02-26,,active,monthly,2023-02-26 00:00:00
3173,2043,2,Standard,19.99,2023-08-29,,active,monthly,2023-08-29 00:00:00
3174,1122,4,Enterprise,99.99,2023-10-06,,active,annual,2023-10-06 00:00:00
3175,1658,3,Premium,49.99,2023-06-03,2023-10-01,churned,annual,2023-06-03 00:00:00
3176,1436,3,Premium,49.99,2023-04-27,2023-11-23,churned,monthly,2023-04-27 00:00:00
3177,860,1,Basic,9.99,2023-07-23,2024-03-19,churned,annual,2023-07-23 00:00:00
3178,3039,3,Premium,49.99,2023-05-23,,active,monthly,2023-05-23 00:00:00
3179,734,4,Enterprise,99.99,2023-08-02,,active,annual,2023-08-02 00:00:00
3180,3229,4,Enterprise,99.99,2023-04-09,,active,monthly,2023-04-09 00:00:00
3181,3225,2,Standard,19.99,2023-03-12,2023-11-07,churned,monthly,2023-03-12 00:00:00
3182,4167,3,Premium,49.99,2023-06-10,,active,monthly,2023-06-10 00:00:00
3183,1687,4,Enterprise,99.99,2023-12-06,,active,monthly,2023-12-06 00:00:00
3184,1975,2,Standard,19.99,2023-11-07,,active,annual,2023-11-07 00:00:00
3185,2460,2,Standard,19.99,2023-03-10,,active,monthly,2023-03-10 00:00:00
3186,458,4,Enterprise,99.99,2023-02-13,2023-10-11,churned,monthly,2023-02-13 00:00:00
3187,175,3,Premium,49.99,2023-08-19,,active,monthly,2023-08-19 00:00:00
3188,4107,3,Premium,49.99,2023-06-08,,active,monthly,2023-06-08 00:00:00
3189,4070,3,Premium,49.99,2024-01-02,,active,monthly,2024-01-02 00:00:00
3190,737,1,Basic,9.99,2023-02-24,,active,monthly,2023-02-24 00:00:00
3191,1454,2,Standard,19.99,2024-01-10,2024-07-08,churned,annual,2024-01-10 00:00:00
3192,1687,1,Basic,9.99,2023-11-27,,active,monthly,2023-11-27 00:00:00
3193,3461,3,Premium,49.99,2023-05-02,,active,annual,2023-05-02 00:00:00
3194,2903,3,Premium,49.99,2023-03-18,,active,monthly,2023-03-18 00:00:00
3195,1971,2,Standard,19.99,2023-07-11,,active,annual,2023-07-11 00:00:00
3196,2589,1,Basic,9.99,2023-07-10,,active,annual,2023-07-10 00:00:00
3197,1798,4,Enterprise,99.99,2023-05-19,,active,monthly,2023-05-19 00:00:00
3198,2132,1,Basic,9.99,2023-06-12,,active,annual,2023-06-12 00:00:00
3199,2258,1,Basic,9.99,2023-10-14,,active,annual,2023-10-14 00:00:00
3200,4888,1,Basic,9.99,2023-05-05,,active,annual,2023-05-05 00:00:00
3201,3256,1,Basic,9.99,2023-11-28,,active,monthly,2023-11-28 00:00:00
3202,979,1,Basic,9.99,2023-03-17,2023-04-16,churned,annual,2023-03-17 00:00:00
3203,191,3,Premium,49.99,2023-10-02,,active,annual,2023-10-02 00:00:00
3204,4080,3,Premium,49.99,2023-12-08,,active,monthly,2023-12-08 00:00:00
3205,4318,2,Standard,19.99,2023-06-06,,active,monthly,2023-06-06 00:00:00
3206,3717,1,Basic,9.99,2023-04-27,2023-11-23,churned,annual,2023-04-27 00:00:00
3207,4121,3,Premium,49.99,2023-10-20,,active,monthly,2023-10-20 00:00:00
3208,3060,1,Basic,9.99,2023-05-04,,active,monthly,2023-05-04 00:00:00
3209,4281,4,Enterprise,99.99,2023-03-05,,active,annual,2023-03-05 00:00:00
3210,1997,4,Enterprise,99.99,2023-03-19,2023-06-17,churned,annual,2023-03-19 00:00:00
3211,3848,2,Standard,19.99,2023-04-07,,active,monthly,2023-04-07 00:00:00
3212,4029,3,Premium,49.99,2023-12-01,,active,monthly,2023-12-01 00:00:00
3213,3259,1,Basic,9.99,2023-10-15,,active,monthly,2023-10-15 00:00:00
3214,1635,3,Premium,49.99,2023-07-09,,active,monthly,2023-07-09 00:00:00
3215,3397,3,Premium,49.99,2023-06-16,,active,monthly,2023-06-16 00:00:00
3216,1632,2,Standard,19.99,2023-10-01,,active,monthly,2023-10-01 00:00:00
3217,1620,3,Premium,49.99,2023-05-07,,active,monthly,2023-05-07 00:00:00
3218,4767,2,Standard,19.99,2023-01-23,2023-07-22,churned,monthly,2023-01-23 00:00:00
3219,1057,4,Enterprise,99.99,2023-08-16,,active,annual,2023-08-16 00:00:00
3220,884,1,Basic,9.99,2023-09-25,,active,annual,2023-09-25 00:00:00
3221,3634,3,Premium,49.99,2023-04-08,,active,monthly,2023-04-08 00:00:00
3222,1571,4,Enterprise,99.99,2023-08-30,,active,monthly,2023-08-30 00:00:00
3223,2453,3,Premium,49.99,2023-04-24,2023-09-21,churned,monthly,2023-04-24 00:00:00
3224,1072,3,Premium,49.99,2023-08-07,,active,annual,2023-08-07 00:00:00
3225,3193,2,Standard,19.99,2023-05-20,,active,annual,2023-05-20 00:00:00
3226,3580,3,Premium,49.99,2023-12-27,,active,annual,2023-12-27 00:00:00
3227,1479,1,Basic,9.99,2023-04-17,,active,annual,2023-04-17 00:00:00
3228,3717,3,Premium,49.99,2023-04-17,2024-02-11,churned,monthly,2023-04-17 00:00:00
3229,3284,4,Enterprise,99.99,2023-09-09,,active,annual,2023-09-09 00:00:00
3230,833,4,Enterprise,99.99,2023-02-20,,active,monthly,2023-02-20 00:00:00
3231,4790,1,Basic,9.99,2023-05-26,,active,annual,2023-05-26 00:00:00
3232,3776,3,Premium,49.99,2023-06-01,,active,annual,2023-06-01 00:00:00
3233,1515,2,Standard,19.99,2023-05-15,,active,annual,2023-05-15 00:00:00
3234,3869,4,Enterprise,99.99,2023-11-11,,active,annual,2023-11-11 00:00:00
3235,782,4,Enterprise,99.99,2023-07-26,,active,annual,2023-07-26 00:00:00
3236,4904,4,Enterprise,99.99,2023-03-02,,active,monthly,2023-03-02 00:00:00
3237,3388,4,Enterprise,99.99,2023-10-18,,active,monthly,2023-10-18 00:00:00
3238,1787,4,Enterprise,99.99,2023-10-25,2024-03-23,churned,annual,2023-10-25 00:00:00
3239,1194,1,Basic,9.99,2023-10-23,2024-02-20,churned,annual,2023-10-23 00:00:00
3240,3117,4,Enterprise,99.99,2023-03-18,,active,annual,2023-03-18 00:00:00
3241,1269,3,Premium,49.99,2023-03-20,,active,annual,2023-03-20 00:00:00
3242,3555,1,Basic,9.99,2023-05-30,,active,annual,2023-05-30 00:00:00
3243,1527,1,Basic,9.99,2023-10-12,2024-06-08,churned,annual,2023-10-12 00:00:00
3244,1567,3,Premium,49.99,2023-03-14,,active,monthly,2023-03-14 00:00:00
3245,4109,2,Standard,19.99,2023-03-14,,active,annual,2023-03-14 00:00:00
