id,channel,date_of_birth,country
1735,social_media,1989-04-09,France
1736,social_media,2015-10-08,USA
1737,social_media,1980-09-30,UK
1738,organic,1985-12-15,Germany
1739,referral,1974-05-22,Germany
1740,email,1992-11-27,Germany
1741,email,1964-12-18,USA
1742,paid_search,2012-06-16,Australia
1743,organic,1964-04-20,USA
1744,referral,2002-12-31,Germany
1745,direct,2010-11-11,Germany
1746,paid_search,2004-11-04,Germany
1747,social_media,2004-11-05,USA
1748,email,2015-04-01,UK
1749,referral,1993-10-16,USA
1750,referral,1989-07-15,USA
1751,organic,1973-06-21,Australia
1752,social_media,1951-02-10,Australia
1753,email,1997-01-31,Australia
1754,direct,2014-12-07,France
1755,paid_search,2010-02-04,Canada
1756,direct,1996-12-06,Australia
1757,email,2005-06-19,USA
1758,referral,2009-05-14,Australia
1759,paid_search,1993-03-27,Canada
1760,email,2010-09-03,Australia
1761,referral,1963-05-04,France
1762,direct,1954-11-24,USA
1763,email,1964-01-30,France
1764,referral,1994-06-26,UK
1765,organic,2017-05-31,Germany
1766,social_media,1971-08-12,Canada
1767,social_media,1954-07-08,France
1768,paid_search,1999-05-22,Australia
1769,referral,1986-03-07,UK
1770,organic,1991-03-10,Germany
1771,direct,1990-03-15,USA
1772,referral,1990-02-09,Canada
1773,organic,1994-08-15,Australia
1774,email,1951-08-06,USA
1775,referral,1986-12-29,USA
1776,direct,1999-04-06,USA
1777,organic,2004-03-16,France
1778,email,1977-04-30,France
1779,direct,1968-07-23,Australia
1780,email,1990-12-06,Canada
1781,social_media,1954-11-14,UK
1782,referral,1979-10-14,France
1783,direct,2003-10-29,Germany
1784,email,2008-12-16,Canada
1785,email,1990-08-07,USA
1786,organic,2018-02-14,Australia
1787,paid_search,1950-03-13,Canada
1788,social_media,2006-11-06,Canada
1789,direct,1996-10-30,Canada
1790,email,1959-07-16,USA
1791,paid_search,1994-03-06,UK
1792,email,2016-08-12,Australia
1793,referral,1959-08-06,Canada
1794,direct,1967-07-30,UK
1795,organic,1985-04-01,UK
1796,referral,1967-02-05,Australia
1797,social_media,1959-09-02,Germany
1798,organic,2006-10-24,Australia
1799,direct,1961-01-20,Germany
1800,referral,2009-01-27,France
1801,direct,1962-01-29,Germany
1802,organic,1997-07-31,Australia
1803,organic,1999-08-20,Germany
1804,direct,1993-04-29,France
1805,paid_search,2012-01-25,France
1806,paid_search,2015-07-15,UK
1807,organic,1984-10-03,Australia
1808,direct,2004-05-19,Canada
1809,direct,1984-07-05,Germany
1810,direct,2012-02-17,UK
1811,social_media,1985-09-11,Canada
1812,social_media,1990-08-17,UK
1813,paid_search,1987-01-11,France
1814,email,2017-02-22,France
1815,social_media,2012-12-07,France
1816,social_media,2013-11-12,Australia
1817,direct,2006-10-02,UK
1818,paid_search,1968-10-24,France
1819,email,1976-01-26,Australia
1820,social_media,2010-04-28,UK
1821,email,2008-04-28,UK
1822,direct,1998-09-02,Australia
1823,email,1978-12-03,Australia
1824,organic,2018-04-03,Canada
1825,direct,1993-02-04,France
1826,direct,2009-11-08,Australia
1827,referral,2010-06-28,Australia
1828,direct,1975-08-27,Germany
1829,organic,1996-11-23,USA
1830,organic,1984-03-03,UK
1831,organic,2010-02-17,USA
1832,paid_search,1973-12-14,UK
1833,social_media,2011-04-24,Canada
1834,paid_search,1955-07-26,Australia
1835,social_media,1968-04-20,France
1836,organic,1982-03-07,Germany
1837,organic,2005-04-10,Australia
1838,email,2000-05-29,UK
1839,email,2008-01-21,France
1840,referral,1971-04-26,France
1841,email,1975-10-22,Australia
1842,email,1954-03-20,Germany
1843,referral,1987-05-17,Australia
1844,social_media,1999-07-15,USA
1845,organic,2016-09-19,Canada
1846,paid_search,2005-09-03,Germany
1847,paid_search,2006-11-10,Australia
1848,email,2008-02-07,Canada
1849,direct,1999-01-15,Australia
1850,direct,1967-08-17,Australia
1851,paid_search,1976-05-23,Germany
1852,paid_search,2011-03-31,USA
1853,paid_search,1965-08-04,Australia
1854,direct,1960-09-15,Germany
1855,organic,1988-06-11,Canada
1856,direct,1973-09-15,UK
1857,paid_search,2002-05-24,Canada
1858,organic,1979-08-28,Germany
1859,email,1963-11-21,USA
1860,paid_search,1978-12-11,France
1861,organic,2006-02-08,France
1862,email,1977-01-07,Germany
1863,direct,1999-05-11,Canada
1864,organic,2013-06-28,Canada
1865,direct,1969-09-25,UK
1866,direct,1956-02-13,France
1867,paid_search,1987-04-26,France
1868,direct,1986-03-12,USA
1869,social_media,1969-11-05,UK
1870,email,1979-10-11,Canada
1871,social_media,1976-05-03,UK
1872,direct,1997-08-05,Germany
1873,direct,2017-06-23,Australia
1874,organic,1960-04-17,Australia
1875,social_media,1989-12-25,UK
1876,email,2005-01-21,France
1877,paid_search,1953-07-30,Australia
1878,social_media,1984-03-19,USA
1879,referral,1973-01-07,France
1880,email,1975-05-17,USA
1881,direct,1983-08-22,France
1882,direct,1989-12-22,Germany
1883,organic,1976-08-05,Australia
1884,paid_search,1978-09-27,France
1885,organic,1958-08-11,UK
1886,direct,1997-11-02,USA
1887,email,1955-11-16,UK
1888,email,2006-06-23,UK
1889,email,1988-01-22,USA
1890,paid_search,1998-03-31,Australia
1891,email,1989-01-17,Australia
1892,organic,2017-01-03,Australia
1893,paid_search,1952-02-18,Germany
1894,email,1979-10-05,USA
1895,organic,1956-07-28,USA
1896,paid_search,1972-08-07,France
1897,organic,2001-08-01,UK
1898,social_media,1986-07-28,Germany
1899,referral,2006-07-16,Germany
1900,referral,1978-05-21,USA
1901,referral,2010-05-28,USA
1902,direct,1950-07-13,Australia
1903,email,2005-06-23,USA
1904,email,2002-07-16,USA
1905,email,1956-07-06,Canada
1906,direct,1959-07-10,Canada
1907,email,1977-01-13,France
1908,organic,1975-04-04,Germany
1909,referral,1985-06-13,Australia
1910,organic,1992-07-10,UK
1911,direct,1969-09-22,UK
1912,email,1985-01-29,France
1913,social_media,2006-11-19,UK
1914,social_media,2010-10-06,Australia
1915,email,1983-06-23,USA
1916,direct,1999-10-19,UK
1917,organic,1953-09-30,USA
1918,direct,2003-07-13,Germany
1919,direct,1999-02-14,USA
1920,social_media,1968-11-05,Australia
1921,email,2015-02-16,Canada
1922,paid_search,1987-01-08,Australia
1923,direct,1962-10-12,UK
1924,paid_search,1969-10-22,France
1925,social_media,1967-06-08,USA
1926,paid_search,2010-03-13,France
1927,organic,2017-05-19,France
1928,referral,2007-11-02,France
1929,organic,1976-01-29,Australia
1930,organic,1972-06-28,USA
1931,paid_search,2015-02-05,France
1932,referral,1979-09-07,Canada
1933,paid_search,2010-03-24,Australia
1934,paid_search,1958-12-23,Canada
1935,direct,1956-04-06,UK
1936,social_media,1993-08-03,Germany
1937,social_media,2005-04-18,Australia
1938,social_media,2012-03-19,France
1939,paid_search,2000-09-27,France
1940,social_media,1978-05-19,Germany
1941,paid_search,1950-06-08,Canada
1942,paid_search,1969-11-15,Australia
1943,email,2007-06-29,Germany
1944,social_media,1982-04-02,UK
1945,email,2015-10-05,Canada
1946,referral,1991-07-11,Germany
1947,social_media,1977-05-28,Germany
1948,direct,1959-10-07,UK
1949,email,2004-06-03,USA
1950,social_media,1962-07-24,France
1951,paid_search,1973-08-13,Australia
1952,email,1956-11-10,Australia
1953,organic,1951-09-03,France
1954,email,1952-10-19,France
1955,direct,1986-05-07,France
1956,paid_search,1953-04-16,France
1957,social_media,1998-10-04,France
1958,referral,2008-08-31,UK
1959,social_media,1985-03-19,UK
1960,direct,2015-10-13,Canada
1961,paid_search,1991-09-10,France
1962,direct,1958-02-15,Germany
1963,social_media,1995-01-20,USA
1964,email,1971-06-07,France
1965,email,1964-11-17,France
1966,paid_search,1990-01-12,UK
1967,paid_search,2000-10-23,France
1968,email,1963-02-12,Australia
1969,email,1993-05-18,Canada
1970,organic,1969-08-19,Germany
1971,paid_search,1955-08-22,Canada
1972,social_media,1970-12-30,USA
1973,email,1968-07-20,France
1974,social_media,1984-10-26,Germany
1975,referral,1954-03-02,USA
1976,email,1979-01-28,USA
1977,email,1996-10-10,Australia
1978,social_media,2016-07-23,Canada
1979,direct,1998-11-02,France
1980,paid_search,1983-10-17,Australia
1981,referral,1982-10-10,France
1982,email,1956-12-25,France
1983,social_media,1983-10-06,UK
1984,direct,1986-05-30,Canada
1985,social_media,1993-09-05,Germany
1986,direct,1950-08-05,France
1987,paid_search,1989-06-19,UK
1988,paid_search,1956-12-01,France
1989,email,1975-03-12,UK
1990,paid_search,1966-10-08,UK
1991,social_media,2004-01-05,Australia
1992,organic,2009-04-24,UK
1993,referral,1979-08-17,Australia
1994,organic,1993-03-14,Australia
1995,referral,1992-12-22,UK
1996,direct,1964-06-19,Australia
1997,referral,1952-01-06,UK
1998,organic,1961-06-22,France
1999,direct,1964-06-15,UK
2000,email,1995-12-29,USA
2001,direct,1963-03-06,USA
2002,paid_search,1973-03-03,UK
2003,direct,1986-05-17,France
2004,direct,2007-03-16,USA
2005,email,2015-04-24,Australia
2006,social_media,1957-09-10,UK
2007,referral,2004-05-31,Germany
2008,referral,1965-04-21,UK
2009,referral,2003-11-27,UK
2010,direct,1966-04-26,France
2011,email,1995-10-30,Canada
2012,paid_search,2014-12-21,Australia
2013,social_media,1990-09-07,France
2014,direct,1956-03-05,UK
2015,referral,1984-07-31,UK
2016,organic,1951-06-27,UK
2017,direct,1995-04-01,Australia
2018,referral,1963-06-02,France
2019,organic,1965-12-01,Germany
2020,direct,2003-10-24,USA
2021,direct,1995-02-27,USA
2022,organic,1993-04-07,Australia
2023,paid_search,2004-02-21,France
2024,organic,2010-11-17,Australia
2025,referral,1996-11-01,Germany
2026,social_media,1953-11-24,Australia
2027,direct,1988-06-26,UK
2028,referral,1984-03-15,Canada
2029,direct,2016-07-06,Australia
2030,direct,1958-10-07,Germany
2031,paid_search,1972-11-01,Germany
2032,paid_search,1957-07-09,Canada
2033,direct,1998-10-12,Germany
2034,social_media,1966-12-16,USA
2035,email,2016-09-18,USA
2036,direct,1996-11-17,USA
2037,direct,1950-08-24,Germany
2038,email,1968-06-06,Australia
2039,social_media,1986-09-06,Canada
2040,organic,1963-11-20,Germany
2041,email,2002-07-08,Canada
2042,social_media,1998-02-05,Germany
2043,direct,1982-10-21,France
2044,social_media,2011-01-23,Germany
2045,paid_search,1987-01-27,France
2046,direct,1993-04-14,UK
2047,social_media,2000-02-28,France
2048,referral,1972-10-07,Canada
2049,direct,1980-11-22,Australia
2050,referral,2016-01-05,UK
2051,email,1960-09-07,Australia
2052,paid_search,1990-01-25,Australia
2053,paid_search,1958-12-30,UK
2054,direct,1985-12-08,Canada
2055,direct,2005-02-01,Australia
2056,email,2013-05-30,USA
2057,paid_search,1984-11-28,Australia
2058,organic,1958-03-04,UK
2059,referral,2003-11-07,Germany
2060,organic,1955-10-01,Canada
2061,paid_search,1983-04-09,USA
2062,direct,1953-05-22,Australia
2063,referral,1985-12-11,France
2064,email,1996-09-28,Canada
2065,email,2003-08-08,USA
2066,paid_search,2007-06-12,Germany
2067,referral,1950-12-17,UK
2068,email,1996-06-26,Canada
2069,paid_search,1953-01-06,France
2070,direct,1996-04-11,Australia
2071,paid_search,2005-03-11,UK
2072,email,1953-03-27,Canada
2073,paid_search,2008-10-06,USA
2074,paid_search,1957-10-16,Canada
2075,referral,1981-09-06,Australia
2076,referral,1986-05-17,France
2077,paid_search,1996-06-13,USA
2078,email,2013-02-15,USA
2079,organic,1999-04-23,Canada
2080,email,2000-02-29,France
2081,social_media,1981-03-05,Canada
2082,paid_search,2004-05-26,UK
2083,referral,1986-03-29,France
2084,organic,1973-06-04,UK
2085,referral,1995-06-02,USA
2086,direct,1956-06-29,France
2087,social_media,1980-07-02,USA
2088,direct,1973-02-13,France
2089,direct,1972-06-10,Australia
2090,referral,1983-10-31,France
2091,referral,1971-10-29,Canada
2092,referral,2011-02-24,Germany
2093,direct,1952-06-15,Germany
2094,organic,1973-02-17,USA
2095,referral,2006-11-06,UK
2096,email,2012-11-27,UK
2097,social_media,1987-01-01,Canada
2098,direct,1998-01-21,USA
2099,email,1973-08-17,UK
2100,social_media,1958-05-06,Germany
2101,email,2017-03-06,Canada
2102,organic,1999-10-02,UK
2103,referral,1978-02-27,Canada
2104,paid_search,2001-06-21,Canada
2105,paid_search,2016-12-10,Australia
2106,paid_search,1994-10-08,Australia
2107,paid_search,1971-01-26,Australia
2108,paid_search,1973-10-23,UK
2109,paid_search,1968-03-11,UK
2110,direct,1981-12-10,UK
2111,organic,1960-10-03,USA
2112,email,2009-07-09,Germany
2113,direct,1950-08-06,France
2114,organic,1993-04-08,Canada
2115,direct,1978-04-19,Germany
2116,direct,1974-08-25,Germany
2117,paid_search,1995-11-09,Canada
2118,referral,1969-12-04,France
2119,paid_search,1954-11-10,France
2120,referral,1992-11-29,France
2121,organic,1995-01-30,Canada
2122,referral,2011-07-29,UK
2123,referral,1960-10-19,Australia
2124,direct,1991-04-11,Canada
2125,email,1950-10-03,USA
2126,email,1968-11-27,Germany
2127,direct,1959-01-15,Canada
2128,social_media,2004-12-22,Canada
2129,paid_search,1999-03-20,Canada
2130,paid_search,1974-03-03,Germany
2131,direct,1980-10-12,Canada
2132,paid_search,1994-09-30,Germany
2133,paid_search,1987-08-07,Australia
2134,social_media,1982-10-02,Germany
2135,social_media,1990-06-09,UK
2136,direct,1961-10-07,France
2137,email,1970-07-04,USA
2138,email,1974-03-21,UK
2139,direct,1988-10-10,Germany
2140,paid_search,1963-02-01,Australia
2141,paid_search,1992-06-07,USA
2142,paid_search,1987-10-26,Germany
2143,paid_search,2006-07-31,France
2144,direct,2014-08-24,Canada
2145,referral,1976-12-01,Canada
2146,direct,2000-12-10,USA
2147,referral,1958-11-18,Australia
2148,paid_search,1955-05-22,UK
2149,social_media,1992-10-02,Australia
2150,organic,1990-05-11,Australia
2151,social_media,1973-04-22,Canada
2152,social_media,2000-04-09,France
2153,social_media,1980-11-15,USA
2154,referral,1960-11-16,Canada
2155,email,2004-04-30,UK
2156,direct,2001-08-31,Australia
2157,email,1998-04-22,UK
2158,social_media,1981-11-10,Canada
2159,email,1995-10-18,Germany
2160,email,1990-02-05,USA
2161,referral,2005-01-20,Canada
2162,referral,2006-09-03,UK
2163,paid_search,2007-06-21,Canada
2164,referral,2006-08-20,France
2165,direct,1986-04-25,USA
2166,organic,1964-07-14,Canada
2167,paid_search,1978-02-15,Canada
2168,email,1976-02-21,Australia
2169,social_media,2004-04-24,Australia
2170,referral,1974-05-03,Germany
2171,social_media,2017-02-05,France
2172,direct,1990-05-26,Germany
2173,paid_search,1966-07-01,USA
2174,paid_search,2015-04-17,UK
2175,email,1972-07-29,Australia
2176,email,2017-04-06,USA
2177,paid_search,1964-12-22,Germany
2178,organic,1958-07-29,USA
2179,referral,1999-03-16,USA
2180,organic,1985-08-14,France
2181,organic,1959-04-29,Canada
2182,direct,1963-12-07,USA
2183,email,1984-12-22,Canada
2184,paid_search,1972-03-12,Australia
2185,social_media,1989-10-04,Australia
2186,paid_search,1961-10-11,France
2187,paid_search,1952-07-25,USA
2188,email,1982-01-05,Canada
2189,referral,1991-11-30,France
2190,social_media,1999-03-19,Germany
2191,paid_search,2012-08-02,France
2192,paid_search,2003-01-03,France
2193,referral,2006-08-13,Australia
2194,email,2000-08-06,Germany
2195,direct,2007-05-26,Australia
2196,direct,1977-10-12,Canada
2197,referral,1998-06-01,UK
2198,organic,1989-08-22,Canada
2199,social_media,1986-12-25,Canada
2200,paid_search,1977-03-27,USA
2201,organic,1996-12-13,UK
2202,social_media,1975-09-23,Germany
2203,direct,1950-09-30,Australia
2204,referral,2017-10-11,Germany
2205,social_media,1950-10-27,Germany
2206,social_media,2003-07-24,UK
2207,organic,1999-03-08,Canada
2208,paid_search,1986-12-09,France
2209,referral,1985-06-01,UK
2210,paid_search,2014-02-21,Australia
2211,email,1984-12-18,Germany
2212,paid_search,1973-08-05,USA
2213,referral,2006-02-06,UK
2214,direct,2005-01-05,Australia
2215,email,1974-05-23,Canada
2216,email,2016-08-26,France
2217,social_media,1987-01-17,UK
2218,organic,1966-05-14,UK
2219,social_media,1959-11-26,Australia
2220,referral,2005-06-02,Germany
2221,social_media,2012-11-04,France
2222,referral,1966-11-06,Canada
2223,organic,1963-08-26,USA
2224,direct,1951-12-27,UK
2225,organic,1975-04-24,Canada
2226,paid_search,2014-03-01,Germany
2227,email,1950-09-26,UK
2228,organic,1963-07-09,USA
2229,referral,1969-06-26,Canada
2230,referral,1977-12-14,Germany
2231,social_media,1991-08-08,Australia
2232,organic,1979-08-18,USA
2233,paid_search,1955-01-11,Canada
2234,referral,1956-05-28,France
2235,referral,1966-04-17,UK
2236,social_media,1984-03-26,USA
2237,organic,2014-02-12,UK
2238,referral,1989-09-27,UK
2239,email,1953-01-03,UK
2240,referral,2015-12-21,USA
2241,direct,2009-10-01,UK
2242,referral,1984-11-28,Australia
2243,social_media,1978-12-26,UK
2244,email,2015-05-02,USA
2245,email,1999-04-22,France
2246,organic,1972-09-22,Germany
2247,email,1976-10-22,UK
2248,social_media,1954-09-03,Australia
2249,paid_search,1960-02-18,UK
2250,email,1988-12-13,Canada
2251,organic,1965-01-06,Canada
2252,direct,1960-09-25,Germany
2253,paid_search,1950-10-20,USA
2254,direct,2011-12-21,Germany
2255,email,2003-06-28,UK
2256,social_media,1958-01-11,UK
2257,paid_search,1994-11-07,USA
2258,email,2005-07-02,Canada
2259,email,1955-05-22,USA
2260,social_media,2007-10-30,UK
2261,email,1998-02-13,USA
2262,paid_search,1993-10-07,UK
2263,social_media,2000-02-04,Australia
2264,social_media,1989-05-11,Australia
2265,paid_search,1951-12-01,Australia
2266,referral,1982-02-18,Australia
2267,paid_search,1972-06-28,USA
2268,referral,2013-05-24,Germany
2269,direct,1976-06-10,France
2270,email,1993-12-20,UK
2271,direct,1966-09-29,France
2272,social_media,1979-01-15,Australia
2273,referral,1974-09-13,France
2274,direct,1964-05-21,USA
2275,direct,1963-11-28,Germany
2276,social_media,1973-08-17,France
2277,social_media,1990-09-27,USA
2278,email,1995-05-24,Germany
2279,email,1966-08-24,USA
2280,direct,1982-08-31,France
2281,paid_search,1978-10-09,Australia
2282,organic,2009-01-21,France
2283,referral,1967-01-13,France
2284,email,1994-08-21,France
2285,paid_search,2004-12-31,Canada
2286,social_media,1986-10-07,Australia
2287,social_media,1959-11-29,USA
2288,direct,2009-02-10,USA
2289,organic,1961-08-23,UK
2290,organic,1968-02-17,USA
2291,referral,1967-03-11,USA
2292,organic,2001-03-24,Australia
2293,referral,2009-01-09,Germany
2294,direct,2005-12-24,Australia
2295,direct,1972-12-17,USA
2296,social_media,1969-10-20,France
2297,email,1956-05-11,USA
2298,paid_search,2008-10-30,Germany
2299,organic,1991-12-29,Australia
2300,organic,1982-05-19,France
2301,email,1987-04-26,Canada
2302,email,1955-03-26,France
2303,social_media,1997-06-17,USA
2304,email,1956-04-25,Canada
2305,organic,1969-05-15,France
2306,organic,1959-01-30,Australia
2307,paid_search,1997-09-12,Germany
2308,paid_search,1967-04-30,France
2309,email,1972-04-26,France
2310,email,1966-01-19,France
2311,email,2000-01-28,Germany
2312,email,1959-06-20,Australia
2313,direct,1982-02-11,Australia
2314,referral,2013-01-11,Australia
2315,referral,1959-05-05,UK
2316,paid_search,1999-05-05,Germany
2317,direct,1980-04-12,Australia
2318,paid_search,1997-11-24,France
2319,referral,1981-08-10,Canada
2320,direct,1979-02-16,Canada
2321,referral,2006-10-24,Germany
2322,email,1979-01-07,France
2323,paid_search,2000-07-10,France
2324,paid_search,1983-08-26,France
2325,email,1972-10-17,Canada
2326,referral,1990-02-23,Germany
2327,organic,2015-02-28,USA
2328,social_media,2003-06-13,USA
2329,direct,1962-02-13,Canada
2330,organic,1976-12-11,UK
2331,paid_search,1978-04-02,USA
2332,email,1974-10-04,France
2333,direct,1999-11-29,France
2334,direct,1963-11-18,USA
2335,organic,1991-04-21,Canada
2336,paid_search,1962-06-02,Canada
2337,social_media,2002-03-25,UK
2338,paid_search,1972-12-27,Canada
2339,organic,2001-03-07,Germany
2340,direct,1969-07-04,Australia
2341,organic,2014-12-01,Canada
2342,referral,1965-07-06,Germany
2343,email,2013-01-20,France
2344,organic,2003-05-27,Australia
2345,social_media,1953-05-09,Australia
2346,direct,1984-03-25,USA
2347,organic,1980-01-01,Canada
2348,referral,1987-05-15,USA
2349,paid_search,2017-01-28,Australia
2350,direct,1951-01-10,Australia
2351,email,1984-04-25,USA
2352,social_media,1997-01-16,USA
2353,social_media,1998-06-10,France
2354,paid_search,1979-04-28,France
2355,email,1969-10-23,UK
2356,organic,2010-06-08,Australia
2357,referral,1989-12-23,France
2358,direct,1995-04-13,USA
2359,paid_search,1988-10-01,Canada
2360,referral,1963-04-13,UK
2361,social_media,1957-05-28,Germany
2362,direct,2016-11-12,USA
2363,direct,1985-10-24,Canada
2364,organic,1985-10-02,France
2365,referral,2012-08-10,UK
2366,paid_search,1993-02-22,France
2367,paid_search,1993-10-08,Germany
2368,email,2001-04-04,UK
2369,direct,2005-04-06,Australia
2370,direct,1972-02-03,UK
2371,organic,1973-11-20,Germany
2372,social_media,2011-06-07,France
2373,organic,1960-02-05,Australia
2374,referral,1987-12-31,Canada
2375,social_media,1967-02-02,Canada
2376,social_media,2003-04-13,Australia
2377,organic,1977-05-07,UK
2378,social_media,2005-04-14,Germany
2379,direct,1963-01-31,Germany
2380,organic,1970-12-12,UK
2381,email,1983-07-16,UK
2382,email,1957-09-12,USA
2383,email,1954-11-23,UK
2384,direct,1963-04-02,Canada
2385,organic,1980-10-18,Australia
2386,organic,1977-05-17,Germany
2387,referral,1952-01-16,Canada
2388,paid_search,2016-05-22,France
2389,paid_search,1968-04-14,France
2390,direct,2017-04-26,Canada
2391,direct,1993-05-02,France
2392,email,1962-09-06,Australia
2393,email,2009-12-14,USA
2394,referral,2002-04-21,Australia
2395,direct,1953-11-25,Canada
2396,paid_search,1955-05-24,Canada
2397,paid_search,2012-06-27,France
2398,social_media,1954-10-06,Germany
2399,email,1950-10-01,USA
2400,referral,2009-03-31,Canada
2401,email,2009-03-22,Canada
2402,organic,1951-09-18,Canada
2403,email,1984-09-04,UK
2404,referral,1995-08-16,Australia
2405,organic,1978-04-20,Germany
2406,direct,1997-09-09,USA
2407,paid_search,1967-11-04,France
2408,referral,2000-04-20,Australia
2409,organic,1953-07-26,UK
2410,direct,1977-05-10,Canada
2411,referral,1985-04-17,Australia
2412,paid_search,1951-08-26,Canada
2413,email,1981-07-28,Canada
2414,email,1977-02-14,UK
2415,direct,1974-10-01,USA
2416,email,1973-02-12,Germany
2417,organic,1999-10-15,Canada
2418,paid_search,1963-08-12,Canada
2419,referral,2008-12-08,UK
2420,organic,2015-06-26,Germany
2421,direct,2010-10-29,France
2422,email,2011-08-04,UK
2423,referral,1971-07-26,France
2424,paid_search,1988-04-05,Canada
2425,direct,1979-07-18,Germany
2426,direct,1961-10-27,UK
2427,email,1962-06-07,France
2428,direct,2011-05-15,UK
2429,paid_search,1977-09-21,Australia
2430,email,1996-12-29,UK
2431,referral,1963-01-09,Australia
2432,direct,1964-03-06,Canada
2433,organic,2000-01-01,France
2434,email,1960-08-15,UK
2435,social_media,1963-01-21,Australia
2436,organic,1978-08-04,Germany
2437,referral,1977-03-20,Germany
2438,email,2007-02-19,Australia
2439,social_media,1963-08-20,UK
2440,organic,1961-10-20,UK
2441,organic,2018-05-27,France
2442,direct,1973-12-10,France
2443,direct,2004-12-08,UK
2444,direct,1970-10-31,UK
2445,email,1952-05-04,Canada
2446,organic,2011-09-27,Germany
2447,paid_search,1995-01-25,France
2448,referral,2013-11-17,Australia
2449,social_media,1966-07-04,Germany
2450,referral,1992-07-06,UK
2451,paid_search,1967-05-04,UK
2452,organic,1986-08-28,USA
2453,social_media,1987-01-21,UK
2454,email,2010-03-25,UK
2455,paid_search,1955-12-08,UK
2456,referral,2005-05-11,Germany
2457,email,1979-02-24,Germany
2458,paid_search,1988-05-11,Germany
2459,organic,2004-07-16,Australia
2460,referral,2014-08-12,Canada
2461,referral,2004-11-10,Australia
2462,direct,2003-04-10,France
2463,direct,2007-07-18,Australia
2464,organic,1996-09-16,USA
2465,referral,1990-12-28,USA
2466,paid_search,1996-07-14,France
2467,referral,2015-12-16,USA
2468,direct,1984-10-03,France
2469,email,1954-06-04,UK
2470,social_media,1989-06-08,Germany
2471,social_media,1975-08-26,Germany
2472,paid_search,1987-11-26,Canada
2473,direct,1954-11-23,Australia
2474,direct,1962-10-05,Germany
2475,email,1990-07-11,USA
2476,email,1994-12-01,USA
2477,paid_search,2002-07-10,Australia
2478,direct,1962-02-20,Germany
2479,referral,1979-01-08,Germany
2480,organic,1966-01-18,Germany
2481,direct,2013-12-07,UK
2482,referral,1958-02-03,Canada
2483,social_media,2012-01-22,Australia
2484,email,1964-09-17,Australia
2485,email,1961-01-31,USA
2486,organic,2013-05-11,Germany
2487,email,1982-07-24,USA
2488,direct,2013-06-15,Germany
2489,email,1995-11-27,France
2490,paid_search,1983-12-22,France
2491,referral,1953-12-09,UK
2492,social_media,2000-09-25,Australia
2493,paid_search,1964-07-18,UK
2494,paid_search,2013-11-18,USA
2495,referral,1977-08-21,Canada
2496,email,1990-01-13,Canada
2497,email,1966-03-19,USA
2498,paid_search,1968-03-14,USA
2499,direct,1972-09-15,USA
2500,referral,1994-08-24,Germany
2501,direct,1950-07-08,France
2502,referral,1971-05-05,UK
2503,direct,2009-03-01,Germany
2504,referral,1986-10-18,Germany
2505,organic,2003-12-09,France
2506,organic,1971-12-15,France
2507,social_media,2005-08-08,Australia
2508,direct,1968-08-17,USA
2509,paid_search,1963-04-21,USA
2510,email,1981-04-24,USA
2511,paid_search,1952-11-28,Australia
2512,direct,2004-02-15,Canada
2513,social_media,1957-11-13,USA
2514,organic,1987-05-29,UK
2515,paid_search,2010-04-19,Canada
2516,direct,2009-04-18,Australia
2517,email,2003-05-18,France
2518,direct,1965-12-01,Germany
2519,email,2001-12-10,Canada
2520,organic,1958-05-10,Canada
2521,social_media,1983-01-25,Germany
2522,organic,2018-01-16,Germany
2523,direct,1955-10-29,Canada
2524,referral,1962-01-26,USA
2525,email,1974-08-15,Canada
2526,direct,1987-02-14,France
2527,paid_search,2012-06-04,UK
2528,direct,1955-03-22,USA
2529,direct,2015-06-20,Australia
2530,direct,1957-11-12,Germany
2531,email,2011-10-13,France
2532,email,1975-10-07,Germany
2533,direct,1978-05-24,Canada
2534,direct,2001-08-07,France
2535,social_media,1961-08-21,France
2536,direct,1994-07-14,France
2537,email,2006-09-08,Germany
2538,referral,1966-02-21,France
2539,paid_search,2013-07-27,Canada
2540,paid_search,1950-02-21,USA
2541,organic,1991-09-16,Australia
2542,organic,2016-02-29,UK
2543,direct,1987-03-14,Germany
2544,organic,1979-12-12,Canada
2545,direct,2007-03-12,UK
2546,organic,2007-06-22,UK
2547,email,1975-04-08,Canada
2548,organic,1977-08-12,Canada
2549,direct,1999-05-06,Canada
2550,organic,1960-03-19,Australia
2551,social_media,1980-08-16,Germany
2552,email,2001-01-15,France
2553,organic,1965-10-04,UK
2554,social_media,1980-04-26,Australia
2555,referral,1992-07-27,USA
2556,email,1962-03-07,Germany
2557,paid_search,2006-04-09,Germany
2558,direct,1980-01-24,Germany
2559,referral,2016-08-15,USA
2560,direct,1976-11-08,France
2561,email,2010-11-05,Canada
2562,direct,1998-01-28,USA
2563,paid_search,2001-10-20,Australia
2564,social_media,1981-09-21,USA
2565,paid_search,1975-03-01,USA
2566,social_media,1983-08-31,Australia
2567,direct,1964-11-21,France
2568,direct,1984-12-13,UK
2569,direct,1960-06-25,Canada
2570,email,1978-03-20,Australia
2571,organic,1974-05-11,Germany
2572,organic,1994-08-05,UK
2573,social_media,1990-07-18,Canada
2574,paid_search,1997-02-09,Canada
2575,paid_search,1960-01-26,Canada
