account_id,event_time,event_type_id,user_id,event_value
193,2024-12-13,6,4.0,
2973,2025-12-02,11,,
2837,2025-03-01,9,5.0,86.25
1989,2025-08-06,3,,
1152,2024-09-24,11,3.0,23.01
1027,2025-02-21,11,,
4781,2025-11-23,12,10.0,73.79
4871,2025-07-19,11,,48.7
351,2025-10-04,8,,
3004,2025-04-11,3,9.0,
1440,2025-03-02,12,,35.99
3583,2025-11-22,10,,
3442,2025-10-20,5,,21.66
1607,2024-02-08,12,6.0,
1172,2025-03-10,5,,
3857,2025-06-03,9,,
2880,2025-04-04,1,,
3220,2025-11-28,5,,3.69
175,2025-05-13,1,8.0,
2298,2025-12-05,6,,
4769,2025-08-29,2,,34.33
4009,2025-10-13,9,2.0,77.84
3515,2025-04-04,2,,32.02
474,2025-11-26,10,6.0,
1980,2024-06-22,9,,48.56
4411,2025-09-05,1,5.0,53.93
381,2025-05-27,1,,
2190,2025-12-05,4,,31.92
926,2025-03-17,2,,
2192,2024-11-29,11,,
4615,2025-03-02,2,,
311,2025-10-25,5,,22.59
702,2025-01-10,11,,37.04
500,2025-07-29,3,,72.76
323,2025-03-25,8,2.0,
1713,2025-10-20,2,2.0,
4759,2024-12-23,2,,97.77
28,2024-12-03,8,3.0,10.79
1521,2025-11-12,3,10.0,47.15
3260,2025-05-09,12,,
3737,2025-11-30,1,,
313,2024-11-12,7,,33.66
4953,2025-07-13,2,,
178,2025-01-15,6,,37.16
381,2025-10-24,3,,
1045,2024-06-02,4,,
1948,2025-06-03,12,,47.52
149,2025-03-22,6,,
2639,2025-12-04,3,,87.13
4614,2025-06-06,1,,
937,2025-08-18,6,,
115,2025-04-22,12,2.0,
3883,2025-08-21,8,,61.77
399,2025-01-10,10,,67.21
2919,2025-11-13,11,,
1896,2025-03-13,8,,
1527,2025-08-24,1,10.0,
1832,2025-04-27,3,,
4885,2025-07-28,1,4.0,66.11
2032,2025-06-18,5,7.0,12.66
215,2025-01-21,2,5.0,
2636,2025-10-13,7,1.0,59.85
3634,2025-09-13,4,8.0,45.32
2207,2025-10-09,7,,63.38
3525,2025-09-05,3,10.0,
1407,2025-06-15,7,,
2628,2025-01-19,6,,
863,2025-08-26,10,6.0,40.12
2662,2025-11-20,12,,27.73
4733,2025-09-11,4,,59.36
2709,2025-08-04,9,,40.35
4389,2024-11-05,1,,
3766,2025-07-26,11,,
2204,2025-11-09,12,8.0,6.24
2043,2025-03-04,8,,65.76
418,2025-12-03,5,2.0,22.43
1976,2025-10-11,2,,78.12
4163,2025-02-23,7,7.0,66.88
4476,2025-10-13,4,5.0,47.65
2790,2024-06-18,6,,
997,2025-08-17,3,6.0,79.1
918,2024-08-29,3,1.0,99.51
4399,2025-10-06,1,,57.36
3313,2024-11-03,3,5.0,47.27
407,2024-09-15,8,9.0,17.25
2376,2025-05-20,4,,
3933,2025-06-23,4,,53.92
4128,2025-12-01,12,,62.75
3028,2025-03-03,10,,
4050,2025-10-29,12,9.0,
4304,2025-02-07,6,,
4310,2024-09-08,10,,6.56
4060,2025-10-08,1,6.0,
1607,2025-11-29,11,,
1479,2025-09-11,9,,
3646,2025-07-19,8,,24.25
4388,2025-06-16,6,,
2509,2024-09-03,6,,
2514,2025-06-09,4,,24.86
4893,2025-03-11,7,4.0,
2147,2024-07-20,5,,
2698,2025-09-28,5,,
2146,2025-08-12,4,10.0,
2151,2025-06-22,11,10.0,77.0
16,2025-11-01,12,,
4480,2024-08-29,6,4.0,
3906,2025-08-02,7,9.0,38.34
2614,2025-06-25,11,,
2404,2025-04-16,6,,
1275,2025-08-25,5,7.0,18.65
4654,2025-03-10,10,,
2447,2025-05-29,3,,85.49
922,2025-11-16,12,,55.95
4461,2024-09-10,9,,80.48
3344,2025-11-11,6,,7.52
818,2025-07-19,1,,
4170,2025-04-13,12,,
3928,2025-07-19,2,1.0,
1090,2025-07-17,7,,59.14
148,2025-01-25,12,7.0,67.58
859,2025-09-06,5,9.0,29.67
4098,2024-09-07,7,8.0,15.44
3056,2025-11-20,4,,
493,2025-06-24,1,,
4260,2025-09-08,12,10.0,
2306,2025-09-14,7,,28.66
2340,2025-10-02,1,,62.71
851,2025-07-18,5,,
4306,2025-02-16,12,,7.93
248,2025-01-19,9,5.0,73.71
4093,2025-01-21,8,7.0,
262,2025-09-29,3,,80.86
3255,2025-11-26,8,,
2972,2025-07-13,9,,41.14
908,2025-11-24,6,7.0,
3421,2025-11-12,11,,
4429,2025-10-13,2,,15.95
54,2024-12-08,3,1.0,
2274,2025-03-02,11,,39.66
4693,2025-10-16,6,,
827,2024-06-03,3,6.0,
4695,2024-06-13,3,4.0,66.18
3680,2025-08-11,4,,
1255,2025-10-11,6,,
1309,2025-10-04,3,,11.7
2966,2025-11-26,9,,2.76
98,2025-11-04,6,10.0,
1371,2025-09-25,9,,
2823,2025-02-11,5,,
3191,2025-11-09,1,,59.95
3772,2025-05-02,4,,
4702,2024-01-08,6,,
3511,2024-11-25,11,,59.52
2699,2025-03-19,9,6.0,69.16
2468,2025-11-14,9,5.0,
1197,2025-03-25,2,,3.33
1033,2025-12-03,3,7.0,
858,2025-03-26,12,9.0,
2665,2025-12-03,1,,
4069,2025-11-02,5,,
3118,2025-11-01,1,2.0,61.71
4981,2024-11-25,11,,14.59
909,2025-05-17,6,10.0,78.92
402,2025-10-30,6,4.0,57.7
1796,2025-09-28,10,1.0,
4357,2025-02-13,10,9.0,
465,2025-10-30,5,6.0,95.1
1339,2025-02-24,1,,26.18
1162,2025-06-02,10,,14.01
4862,2024-10-15,2,,
4981,2025-12-05,5,2.0,
610,2025-10-03,1,8.0,39.58
4715,2024-10-12,1,8.0,60.87
521,2025-11-16,12,,37.7
4579,2025-10-10,3,,
3304,2024-06-17,6,,56.11
3992,2024-09-01,4,,
170,2025-04-19,3,,44.43
2951,2024-11-23,3,7.0,
1042,2025-08-16,3,,
1658,2025-07-12,7,3.0,55.9
1814,2024-08-08,3,,54.42
1134,2025-08-11,10,5.0,69.14
4339,2025-02-26,10,10.0,1.46
3022,2025-10-26,3,,
4555,2025-07-24,7,,37.12
2530,2025-09-09,12,9.0,
3779,2025-07-04,5,5.0,
1335,2025-11-29,9,3.0,
1623,2025-11-29,7,,75.73
1425,2024-07-01,11,,31.98
4052,2025-10-22,6,,55.11
882,2025-06-18,10,,4.82
2397,2025-10-08,1,,
3694,2024-06-10,5,9.0,68.11
1221,2025-08-06,1,7.0,
4901,2025-07-18,9,8.0,
3270,2025-09-12,6,,
4194,2025-11-22,3,,
544,2025-04-16,10,,
3744,2025-11-27,10,,36.54
4158,2024-04-20,12,,
3007,2025-07-27,1,,
1521,2025-10-16,3,,
1549,2025-06-06,10,,
4817,2025-07-16,8,,
1418,2025-10-22,8,,86.39
1515,2025-11-24,12,,39.25
4047,2025-12-02,6,,
278,2025-08-16,2,,
2122,2025-03-28,1,7.0,68.92
3797,2025-11-20,12,,99.94
3048,2025-11-25,10,,61.18
4569,2025-10-09,1,,
4503,2025-03-28,8,,26.21
3699,2025-03-26,8,10.0,
2708,2025-11-07,12,,85.92
77,2025-08-21,2,,36.48
1677,2025-09-14,3,7.0,
1738,2025-06-28,1,,11.41
2495,2025-08-22,8,,80.94
1821,2025-11-27,4,6.0,87.65
952,2025-08-13,1,,
2568,2025-10-05,10,,64.51
3011,2025-07-29,10,2.0,70.44
271,2025-07-30,8,8.0,
3205,2025-11-29,10,3.0,
4169,2025-07-20,3,,
4624,2025-06-09,11,3.0,
3080,2025-08-13,7,,96.73
303,2025-11-29,7,,
2131,2025-10-05,11,7.0,
4940,2025-07-20,6,8.0,
327,2024-06-01,12,3.0,
2502,2025-11-26,6,,
2072,2025-08-09,9,10.0,
2334,2025-10-20,8,,
3426,2025-11-12,3,,72.52
2360,2025-03-22,5,,
1262,2025-12-03,9,10.0,
1993,2025-04-26,11,,29.08
1048,2024-12-03,1,3.0,
3854,2025-10-18,5,,74.12
1473,2024-08-08,2,,9.45
4217,2025-05-24,12,,76.82
3699,2025-07-14,9,8.0,95.09
3523,2025-11-26,2,,56.79
8,2025-08-19,2,3.0,32.11
3977,2025-11-05,7,10.0,
2759,2025-07-14,10,,
614,2024-05-13,9,,92.44
2394,2024-09-24,5,,
427,2025-03-27,4,7.0,
1492,2024-06-07,8,8.0,20.14
603,2024-08-09,2,3.0,49.64
3569,2025-12-04,4,10.0,
3640,2025-10-15,6,,47.68
575,2024-11-26,5,,94.12
3049,2025-08-30,11,,
961,2025-02-04,10,,56.08
3285,2024-07-25,9,,
1523,2025-12-06,11,,93.65
3539,2025-01-12,7,2.0,
312,2025-06-30,6,,72.82
1875,2025-11-08,9,,
246,2025-05-05,11,2.0,
4707,2024-08-16,2,,
290,2025-05-20,6,6.0,48.75
3842,2025-10-05,11,,66.68
4361,2025-04-14,2,,5.56
3768,2024-12-11,6,3.0,13.3
3698,2024-12-31,11,6.0,
4634,2025-11-04,7,,
944,2025-11-16,10,,43.56
2346,2024-03-23,7,,15.93
2680,2025-08-04,4,,
533,2024-12-27,5,10.0,20.47
4584,2025-11-23,3,,6.05
3385,2025-02-10,11,,
963,2025-09-14,9,,34.67
125,2025-07-28,6,,
2218,2025-05-22,6,,
2875,2025-11-06,7,2.0,
3125,2025-09-10,3,,
2018,2025-03-24,1,,
2964,2025-05-20,1,,
285,2025-10-16,11,1.0,76.35
2713,2025-11-30,6,,
1681,2024-06-30,5,,
3295,2025-04-19,10,,
4245,2024-10-07,2,,27.04
3552,2024-12-29,10,,56.09
1672,2025-09-06,7,,
4978,2025-12-02,8,6.0,
2097,2025-11-14,10,2.0,92.0
4843,2024-06-17,2,1.0,
3437,2024-09-09,4,6.0,30.69
190,2025-06-25,2,,
4478,2024-08-23,9,,94.98
4494,2025-05-17,8,,
191,2025-05-07,8,,
2204,2025-04-24,4,2.0,
3760,2025-11-14,1,,60.83
2447,2025-05-10,5,,59.91
1027,2025-03-17,6,10.0,86.45
2725,2025-07-05,1,,76.82
3061,2025-06-09,3,,39.07
2367,2025-05-03,6,9.0,
4520,2025-08-24,5,,20.95
1175,2025-10-23,7,,99.69
1056,2025-09-12,11,,83.25
1711,2025-07-14,12,,
1725,2025-10-25,4,,32.67
1458,2025-08-26,1,,85.54
3779,2025-01-15,6,4.0,
87,2024-07-21,1,4.0,
4259,2025-09-18,7,,
468,2024-11-24,3,,36.9
3981,2025-07-17,6,,47.14
550,2025-07-10,9,9.0,
4299,2025-08-18,6,5.0,96.65
1677,2025-08-18,5,,73.52
3348,2025-08-19,4,,
3669,2024-07-17,9,,
4423,2025-06-02,9,5.0,86.01
3614,2024-02-13,4,,94.89
3206,2025-05-09,6,,30.5
1436,2024-06-03,3,,
2710,2025-02-17,4,,91.41
4448,2025-11-27,1,5.0,30.52
1871,2025-10-25,3,,56.29
677,2024-02-20,3,6.0,
3963,2025-10-02,4,,96.91
644,2025-10-14,12,1.0,
4771,2025-06-17,6,5.0,
2723,2024-03-25,1,,
4987,2025-09-01,10,,24.24
2680,2025-12-01,7,,41.9
3056,2025-11-30,7,,60.54
707,2025-10-07,4,,
3712,2025-04-10,2,,
3124,2025-11-17,7,,20.83
1248,2025-01-08,12,,6.89
2116,2024-07-15,12,,25.84
2981,2024-11-27,9,,
4307,2025-11-22,8,,
173,2025-07-30,5,,92.54
1912,2025-08-30,1,8.0,
1422,2025-07-29,1,10.0,
1151,2024-09-10,3,,
4342,2025-03-17,12,,
2730,2025-10-04,9,,97.26
2579,2025-04-07,5,,47.03
4530,2025-11-28,7,,
2919,2025-11-20,4,,72.98
1375,2025-03-24,6,,
1993,2024-07-21,8,7.0,64.07
2947,2025-09-23,2,4.0,37.33
2678,2025-11-28,6,,
3382,2025-10-18,9,6.0,56.42
2655,2025-11-13,11,4.0,83.05
3469,2025-06-26,6,,
1417,2025-05-21,2,,
4135,2025-01-13,3,,68.54
3235,2025-12-01,1,,13.65
3062,2024-12-25,8,,73.84
2725,2025-06-16,8,,
1822,2025-02-19,3,3.0,85.32
3310,2025-12-02,10,6.0,5.69
1735,2025-02-02,2,,
3717,2025-06-26,6,,10.43
2623,2025-11-09,11,,34.36
1462,2025-12-05,2,,
3028,2025-09-29,2,,2.32
3171,2025-12-02,9,,
2935,2025-10-23,7,,37.67
867,2025-07-03,9,,
4772,2025-11-15,4,,16.01
69,2025-08-18,10,8.0,
1550,2025-10-01,2,5.0,60.44
3760,2025-04-22,9,,14.95
4015,2025-08-03,3,,20.65
1701,2025-12-06,8,4.0,
3031,2025-11-24,2,,
3105,2025-04-12,1,,87.47
2273,2024-07-14,1,,12.25
933,2025-10-06,7,,
4132,2025-11-14,9,,
1520,2025-05-24,1,8.0,28.64
2326,2025-04-19,3,,
1384,2025-02-26,2,6.0,
3745,2025-10-21,10,7.0,15.26
99,2025-05-08,7,,22.17
2150,2025-05-15,12,,49.48
528,2025-01-02,1,,
4517,2025-11-16,1,,
710,2025-10-16,11,,
4970,2025-11-03,2,6.0,11.33
3415,2025-09-08,9,,
4773,2025-01-29,4,,39.9
4987,2025-10-19,5,,29.81
4219,2025-04-04,9,4.0,
72,2025-12-01,4,,37.63
3698,2025-10-12,2,,
750,2025-12-06,9,,
851,2025-06-29,1,,
502,2025-09-06,11,,
604,2025-11-18,6,,
1335,2025-07-30,3,8.0,
743,2025-04-09,7,,79.92
2373,2025-07-15,8,,98.94
4915,2025-10-10,7,,
2989,2025-01-29,10,6.0,70.99
1871,2025-08-03,8,9.0,52.91
3054,2025-05-18,5,4.0,
1519,2025-11-06,7,,17.22
2201,2025-11-23,8,,26.13
3393,2025-10-30,4,3.0,41.71
3619,2025-09-08,5,,4.28
852,2025-07-30,7,,98.85
3206,2025-04-18,7,,90.99
4060,2025-11-22,5,,70.9
1322,2025-10-21,10,4.0,7.72
4510,2025-09-19,2,,
724,2025-01-17,11,,74.08
2551,2025-11-12,10,,
3169,2025-12-05,11,,
1450,2025-06-08,10,,57.72
1822,2025-08-29,9,,
1348,2025-09-23,12,3.0,11.93
3153,2025-10-23,4,,
1603,2025-08-10,9,1.0,
2282,2025-05-26,9,,19.16
735,2025-11-04,9,5.0,
4994,2025-12-01,7,,77.93
2882,2025-09-15,1,10.0,
509,2024-12-30,5,,18.44
2238,2025-10-13,9,2.0,
356,2024-12-14,12,,58.72
2474,2025-06-25,12,,56.79
2785,2025-07-31,7,,49.2
2020,2025-01-13,12,,
1649,2025-04-01,8,1.0,
286,2025-09-30,4,,
1541,2025-12-06,4,,31.28
2467,2025-09-06,5,,
974,2025-08-03,3,4.0,43.71
3021,2025-12-03,11,,94.03
4377,2024-11-30,9,,95.94
2597,2025-08-09,2,,
2640,2024-08-20,12,2.0,91.95
3216,2024-11-19,3,,12.11
3136,2025-11-17,11,,14.09
555,2025-04-12,7,,
3510,2025-03-02,4,,17.69
3683,2025-09-04,10,,
3220,2025-11-03,4,,
1436,2025-09-27,2,,
4515,2025-10-04,10,,
4375,2025-05-30,2,4.0,
4328,2024-08-22,11,,
3138,2025-10-12,7,,
2903,2025-09-06,2,,48.4
1338,2025-10-31,5,,
4266,2025-11-01,5,,12.51
4929,2025-05-06,4,,
2396,2025-02-26,11,,
2735,2025-01-21,2,,
2756,2025-12-02,1,,
360,2025-06-08,11,,
336,2025-05-21,7,8.0,
410,2025-10-01,7,1.0,
382,2024-10-13,9,,
3277,2025-06-08,1,3.0,
3618,2025-01-01,4,9.0,
2785,2025-08-23,6,,
2900,2025-08-08,11,,
1698,2025-02-04,11,6.0,58.28
199,2024-11-13,2,9.0,
2282,2024-12-12,1,9.0,89.53
1426,2024-09-30,6,,6.19
2622,2025-05-06,5,1.0,
3566,2025-10-10,3,,21.54
1564,2025-08-18,6,,80.05
2859,2025-05-11,4,,54.47
460,2025-11-20,4,2.0,60.97
1767,2024-12-29,9,,80.91
4919,2025-06-02,9,,39.41
4197,2025-01-29,7,,69.37
4190,2024-09-10,11,,91.85
2676,2025-10-25,8,,9.39
498,2025-04-21,7,3.0,
3318,2024-05-15,8,,87.32
493,2025-10-17,9,,9.92
4217,2025-02-05,7,,72.27
4329,2025-11-19,5,,
4911,2025-10-03,2,8.0,7.04
526,2025-02-22,4,4.0,
4621,2025-06-25,1,5.0,
3460,2025-10-11,4,,
2881,2025-12-05,5,,
2422,2025-11-09,1,2.0,85.8
2721,2025-05-15,12,,
4614,2025-10-21,11,,
1525,2025-06-05,3,,
4960,2024-10-30,1,,39.29
1219,2025-04-11,3,5.0,6.17
2509,2024-06-16,4,7.0,26.95
3543,2024-12-09,3,,
205,2025-11-05,2,,
531,2025-08-28,3,,
4299,2025-01-03,9,,68.98
4407,2025-07-13,9,2.0,
161,2024-08-11,12,,
4562,2025-09-05,10,,
4474,2025-10-21,3,4.0,
2066,2025-10-20,1,,
3925,2025-10-15,4,,
1059,2025-10-06,12,3.0,
1700,2025-06-19,7,4.0,28.16
1577,2025-07-15,11,9.0,24.32
2290,2025-12-05,2,,
4560,2024-05-05,3,6.0,8.68
4940,2024-08-02,12,7.0,20.49
2077,2025-10-27,1,,6.41
4824,2025-11-24,3,,
1754,2025-12-04,7,,
4181,2024-09-30,10,,
2799,2025-12-06,11,9.0,
3216,2024-11-21,8,,79.89
991,2025-10-02,1,1.0,63.9
572,2025-01-18,11,,
3258,2025-05-31,7,,
301,2025-02-02,9,2.0,
1866,2025-04-01,5,,97.54
3787,2025-03-23,4,,97.47
2038,2025-10-23,2,,76.25
3384,2025-09-30,12,,67.4
2322,2025-12-05,7,,78.2
3220,2025-07-15,10,,6.36
616,2025-09-13,2,,
743,2025-11-02,11,10.0,44.49
1883,2025-10-13,5,,
3823,2025-11-03,7,5.0,87.39
976,2025-10-13,4,4.0,8.9
832,2025-08-26,10,,73.55
867,2025-06-17,5,2.0,
579,2025-04-17,10,,
2611,2025-10-15,12,3.0,63.86
2556,2025-11-20,8,,78.82
3248,2025-10-21,6,4.0,
1033,2025-12-01,12,,23.77
601,2025-02-01,11,9.0,19.94
614,2024-11-29,12,,
2974,2024-11-16,5,7.0,
858,2025-11-26,12,,8.97
2345,2025-07-25,7,,16.98
1650,2025-10-11,8,,
3414,2024-09-08,11,,
1794,2024-11-24,7,,
4051,2025-07-28,7,,
3437,2024-09-23,8,9.0,82.44
3081,2025-02-21,1,,
4907,2025-11-06,2,,1.2
1865,2025-08-24,9,,
3585,2025-08-09,3,3.0,
2321,2024-07-21,11,,58.94
915,2025-12-05,9,4.0,25.3
1100,2025-04-22,5,,
4711,2025-11-30,1,,28.86
2758,2025-01-16,3,,
34,2025-11-27,2,,20.24
2707,2025-11-28,5,,
2805,2024-12-19,5,,72.33
4694,2025-09-05,11,,4.23
3170,2024-12-03,12,,64.47
4886,2025-05-04,10,,
1763,2025-01-19,10,,
3963,2025-10-20,12,,
105,2025-03-16,12,6.0,
4250,2025-04-11,7,,29.43
246,2025-10-10,12,,81.01
2420,2025-11-13,12,2.0,
849,2025-03-19,9,5.0,28.35
480,2025-09-07,8,5.0,51.7
2554,2025-10-05,10,5.0,
4742,2024-12-03,8,2.0,26.26
407,2025-09-04,4,,90.79
4854,2025-12-02,4,,
1966,2025-06-28,10,,24.83
4360,2025-04-06,5,,76.72
4051,2025-07-05,5,,
2192,2025-06-23,11,,93.63
3793,2025-08-31,4,,
838,2025-02-19,10,,53.88
4937,2025-03-10,3,,46.92
4398,2025-09-02,1,,
1327,2025-04-07,6,9.0,40.08
4519,2025-09-24,1,5.0,
3787,2025-01-14,7,,54.88
2072,2025-03-16,8,,
2335,2025-07-26,1,7.0,56.81
4692,2025-07-24,6,,
3104,2024-03-30,9,,3.61
3450,2024-03-28,8,,
1147,2025-04-20,7,10.0,
2900,2025-09-27,4,,38.23
3081,2025-07-23,5,,62.55
759,2025-11-09,6,,
4851,2025-02-03,9,1.0,2.87
398,2025-10-23,1,,
3569,2025-08-27,7,,
1426,2024-03-30,9,,
1691,2025-08-26,8,4.0,44.16
1193,2025-08-16,5,4.0,
3188,2025-10-16,9,,53.17
4978,2025-06-27,10,,94.81
3771,2025-02-06,9,,33.56
3373,2025-01-08,10,,17.06
4569,2025-10-22,5,,78.5
3467,2025-05-19,3,,64.53
2805,2025-05-23,12,,
1418,2025-10-07,12,,3.46
2422,2025-11-01,3,9.0,
966,2025-04-16,1,,
4992,2025-12-04,5,,
608,2025-08-25,9,,53.38
3962,2024-12-10,1,3.0,42.34
2196,2025-10-06,12,,48.51
4178,2025-12-02,11,,
2714,2024-11-14,7,5.0,
2830,2025-05-20,3,,
4956,2025-10-13,2,,39.99
1632,2025-03-28,4,4.0,
1345,2025-10-22,6,,24.24
944,2025-11-18,10,,
218,2025-10-18,1,10.0,26.06
1100,2025-11-19,4,,32.17
1989,2025-08-30,10,,40.86
4065,2025-09-29,7,,76.47
1079,2025-08-24,3,,55.6
1122,2025-03-04,9,,
1439,2025-11-28,7,,17.03
4476,2025-09-02,3,,
3255,2025-09-18,12,,
3819,2025-06-30,4,,58.84
2475,2025-05-02,6,,
34,2025-11-21,7,,20.07
3538,2025-09-18,3,,58.65
2241,2025-03-20,11,9.0,10.71
83,2025-11-18,3,1.0,
1455,2025-11-25,10,,4.7
4143,2025-11-30,7,,26.72
4163,2024-01-13,2,,2.0
4656,2025-08-14,3,,
2004,2025-08-20,11,6.0,
2497,2025-11-11,9,,95.06
4572,2024-12-27,7,,26.2
3006,2025-11-07,5,3.0,
1190,2025-11-17,12,,
2597,2024-06-16,3,,
1451,2025-10-28,2,,
1558,2025-09-13,4,5.0,35.7
2613,2024-12-13,10,,7.84
4073,2025-11-13,8,9.0,
2666,2025-07-27,10,,
1754,2025-05-10,9,,
2648,2025-04-27,10,7.0,
2859,2025-12-05,9,,
408,2024-12-27,10,5.0,31.47
3857,2025-11-17,7,8.0,
1230,2025-09-21,10,,
4668,2025-11-25,1,,51.18
2321,2024-01-15,4,,
2273,2025-11-26,5,2.0,45.49
4811,2025-11-17,7,1.0,
170,2025-01-18,4,,13.08
2672,2025-07-20,5,,3.28
4525,2025-06-29,9,,16.65
1205,2025-06-23,9,,
1030,2025-06-13,12,6.0,94.86
1430,2025-06-20,3,6.0,
391,2025-11-09,5,,
3156,2025-07-09,2,,28.85
2483,2025-02-09,6,,36.13
1151,2024-08-03,9,10.0,35.72
313,2025-06-24,9,,
849,2025-08-14,7,8.0,
3704,2025-03-29,10,3.0,
4788,2025-08-28,7,,9.27
4781,2025-09-20,2,,
4065,2025-11-18,7,,57.29
4844,2025-12-01,3,,68.23
4076,2025-12-06,3,3.0,42.02
1395,2025-11-19,2,,
2392,2025-02-07,5,,74.05
4399,2025-11-22,7,,33.29
1001,2025-11-21,7,,
617,2024-08-11,9,,
4143,2025-11-15,5,,40.21
3555,2025-01-12,6,,45.64
3652,2025-09-05,4,,97.78
3845,2024-09-23,9,,88.9
1937,2025-05-23,4,,32.18
1545,2025-09-09,3,,65.22
1192,2025-06-27,4,1.0,65.11
3770,2025-11-24,6,,26.85
907,2024-07-26,10,,34.93
3528,2025-07-20,5,,61.65
3502,2025-11-06,8,1.0,
1377,2025-11-04,1,,93.63
1248,2025-11-25,8,,30.23
4125,2025-05-18,10,7.0,8.72
3285,2025-09-01,3,1.0,61.9
1433,2025-11-20,7,,79.29
4678,2025-06-25,7,1.0,70.75
1843,2025-10-18,8,,35.71
4744,2025-09-15,5,,
4476,2025-09-18,2,,
2116,2025-06-05,4,,54.49
1,2025-04-13,4,,89.03
2118,2025-07-27,4,5.0,31.87
3277,2025-04-28,8,,
1523,2024-10-15,12,6.0,32.53
1314,2024-09-24,8,,
310,2025-04-20,11,,
1820,2025-07-18,2,,47.39
3316,2024-09-25,8,4.0,
4106,2025-10-03,2,,81.7
246,2025-11-22,10,,53.31
1322,2025-07-19,8,,
4398,2025-01-14,1,6.0,74.44
2376,2025-04-01,1,,
4171,2025-02-07,3,,77.66
4340,2025-10-14,5,,
246,2025-05-16,4,,
3964,2025-10-18,10,4.0,
2554,2025-12-05,2,,71.16
3431,2025-10-30,1,,19.71
4348,2025-06-25,5,4.0,
225,2024-11-28,1,,
282,2025-10-05,12,,
4684,2025-12-03,7,,
170,2025-08-04,11,,
3193,2025-10-17,9,,
2709,2025-11-21,9,,30.68
4895,2025-05-20,5,,
4825,2025-07-18,5,10.0,
4528,2025-08-05,5,,40.03
4494,2025-09-02,5,,9.52
64,2025-08-23,6,,
4179,2025-09-02,5,,
4472,2025-02-25,1,,
1868,2024-03-07,10,5.0,
2385,2024-11-23,1,7.0,60.35
4052,2025-11-16,5,,
4104,2025-09-03,10,,
1774,2025-04-24,1,,49.12
1905,2024-01-30,7,,75.4
1522,2025-08-09,7,1.0,
1450,2024-11-26,10,9.0,75.9
1204,2025-06-15,6,,
2951,2025-01-21,6,,
4981,2025-12-06,10,,50.8
4340,2024-10-09,7,,
1943,2025-11-07,4,1.0,76.19
2037,2024-11-14,4,,82.46
766,2024-06-13,9,,46.02
2891,2025-06-08,3,,
1725,2025-10-08,2,,
3095,2024-11-19,7,,
3882,2025-09-13,7,,
4021,2025-10-17,10,,
2903,2025-10-22,8,3.0,24.29
275,2025-02-25,9,4.0,97.88
2682,2025-11-29,12,,
917,2025-11-22,7,,89.61
4476,2025-11-03,3,,
1388,2024-07-05,6,5.0,45.0
608,2024-12-01,11,10.0,71.97
2120,2025-01-05,7,,
168,2025-02-09,7,,
1677,2024-10-15,1,,
170,2025-10-05,12,,
438,2025-11-19,1,8.0,
2805,2025-09-30,1,,65.61
244,2025-11-23,8,,56.25
4219,2025-07-07,8,,
3899,2025-01-17,4,5.0,75.43
375,2024-02-15,3,,72.2
4675,2025-06-30,2,,17.21
1152,2025-11-27,2,,79.44
36,2025-05-06,7,,65.99
1831,2025-08-06,7,8.0,
727,2025-05-10,3,,57.59
2749,2025-08-15,12,8.0,
2682,2024-06-19,6,,37.92
3270,2025-12-05,3,4.0,
2038,2025-12-03,3,,
3431,2025-06-29,12,,91.91
2647,2025-08-27,1,,
2413,2025-08-11,5,,74.25
1284,2025-10-11,3,,67.01
3614,2024-06-19,4,1.0,82.13
2356,2024-11-17,1,5.0,24.46
841,2024-11-09,7,,1.42
1102,2025-09-21,12,,7.44
790,2025-02-24,8,,
2394,2024-10-13,3,,
2496,2025-10-13,6,1.0,78.26
3270,2025-10-24,10,7.0,5.5
4695,2025-01-02,11,,
1899,2025-08-26,7,10.0,21.04
862,2025-05-29,5,3.0,59.35
2554,2025-11-29,7,,1.14
4159,2025-05-25,9,,40.9
4018,2024-09-25,11,2.0,
4206,2025-06-25,2,,52.91
3086,2025-07-29,3,,77.31
3706,2025-10-11,11,6.0,8.02
3228,2025-09-11,4,,
1145,2025-04-28,8,2.0,19.28
67,2025-07-28,12,,
4698,2025-04-09,11,,87.04
2273,2025-09-12,8,,84.83
4555,2025-09-25,3,3.0,37.37
3332,2025-12-06,12,5.0,11.91
3426,2025-04-23,4,,15.07
4050,2025-10-27,8,,21.16
1014,2025-08-19,10,,
4269,2024-07-04,7,,
4233,2024-01-08,4,,16.23
4328,2025-08-31,8,7.0,
833,2024-07-12,7,,
2711,2025-12-04,1,,
1214,2025-07-17,5,8.0,
4954,2025-07-01,1,,
1268,2025-03-19,2,,
2676,2025-07-22,4,,
4978,2025-08-30,2,,20.29
136,2025-11-02,9,,
2372,2025-01-05,4,,
4826,2024-05-12,5,8.0,
660,2025-01-31,9,1.0,25.39
4911,2024-03-09,8,,
3015,2025-11-29,4,5.0,
4975,2024-11-29,12,,45.38
3116,2024-08-22,3,,
4387,2025-06-29,2,,77.13
162,2025-11-30,8,,
4147,2024-12-29,5,,40.86
3902,2025-03-01,2,,5.94
47,2024-11-03,11,,21.17
4893,2025-10-25,7,,63.3
3682,2025-12-04,5,,
1174,2025-12-04,5,,65.4
2430,2024-11-20,11,,72.99
1234,2025-08-20,5,,
3640,2025-08-21,6,,
3974,2025-11-16,5,,
