account_id,product,start_date,end_date,mrr,quantity,units,bill_period_months,discount
713,Basic,2025-01-31,,7.992000000000001,1,users,3,0.2
4116,Premium,2025-09-27,2026-08-01,37.4925,5,licenses,12,0.25
3543,Standard,2024-09-25,,29.99,1,users,12,0.0
1960,Premium,2025-08-10,,49.99,1,seats,3,0.0
708,Standard,2025-04-21,2025-09-17,25.4915,1,licenses,1,0.15
282,Standard,2024-05-16,,25.4915,5,seats,1,0.15
4739,Enterprise,2025-01-31,,99.99,1,seats,12,0.0
4689,Basic,2024-06-29,2025-06-08,9.99,1,users,1,0.0
3216,Standard,2024-09-10,,29.99,2,licenses,1,0.0
3267,Enterprise,2025-02-02,,79.992,5,seats,1,0.2
3968,Basic,2024-02-05,2024-11-12,8.4915,1,licenses,1,0.15
944,Enterprise,2025-10-31,,74.99249999999999,1,seats,6,0.25
1960,Standard,2025-11-13,,29.99,1,users,3,0.0
4854,Premium,2025-11-08,,49.99,1,licenses,12,0.0
3890,Enterprise,2025-10-08,,89.991,2,users,6,0.1
1258,Premium,2025-07-04,2026-01-14,37.4925,5,seats,12,0.25
964,Enterprise,2025-05-20,,79.992,3,licenses,1,0.2
630,Basic,2025-01-17,,7.992000000000001,2,seats,1,0.2
1540,Enterprise,2025-10-06,,74.99249999999999,2,seats,3,0.25
112,Premium,2024-10-20,,37.4925,2,users,6,0.25
4953,Standard,2025-03-28,2025-11-20,29.99,1,users,3,0.0
886,Premium,2025-11-09,,37.4925,1,users,1,0.25
398,Enterprise,2025-03-26,2025-08-26,99.99,1,users,3,0.0
2766,Enterprise,2025-02-17,,84.99149999999999,5,licenses,6,0.15
4523,Standard,2025-04-01,,25.4915,5,seats,3,0.15
4734,Enterprise,2025-07-14,,99.99,3,licenses,3,0.0
1159,Premium,2025-03-01,,37.4925,1,seats,6,0.25
937,Enterprise,2025-05-01,,84.99149999999999,1,seats,1,0.15
3510,Enterprise,2024-05-25,,99.99,2,licenses,3,0.0
1578,Standard,2024-06-10,2024-10-21,23.992,1,users,3,0.2
2092,Enterprise,2024-06-23,,89.991,1,licenses,6,0.1
3529,Enterprise,2025-08-28,,89.991,1,seats,6,0.1
317,Enterprise,2025-08-20,,99.99,1,licenses,3,0.0
3624,Enterprise,2025-10-29,2026-05-01,84.99149999999999,1,seats,12,0.15
4202,Basic,2025-03-06,,9.99,1,users,1,0.0
1461,Basic,2023-12-09,2024-06-21,9.99,1,users,6,0.0
4416,Enterprise,2025-08-24,,99.99,1,users,1,0.0
624,Basic,2024-10-23,,9.99,1,users,3,0.0
2784,Premium,2024-12-12,,49.99,5,users,12,0.0
4103,Standard,2024-07-06,,22.4925,1,users,12,0.25
3704,Basic,2025-11-09,2026-10-22,9.99,5,licenses,6,0.0
2579,Premium,2024-05-05,,44.991,2,seats,6,0.1
73,Standard,2025-09-09,2026-04-09,23.992,1,seats,1,0.2
4068,Standard,2024-06-19,,25.4915,2,users,3,0.15
1030,Basic,2025-05-08,,8.4915,1,licenses,12,0.15
3012,Basic,2024-01-11,,9.99,3,seats,6,0.0
2119,Basic,2024-10-16,,9.99,1,licenses,1,0.0
930,Basic,2024-10-11,,7.4925,1,seats,3,0.25
1971,Premium,2024-05-10,,37.4925,5,users,6,0.25
3797,Basic,2023-12-30,,7.4925,2,licenses,1,0.25
2710,Premium,2025-01-28,,42.4915,1,users,1,0.15
2336,Enterprise,2024-04-26,,99.99,1,licenses,12,0.0
3900,Premium,2025-07-26,,49.99,3,seats,12,0.0
99,Basic,2025-09-29,,8.991,1,users,12,0.1
2508,Enterprise,2023-12-24,,84.99149999999999,1,seats,6,0.15
2565,Basic,2023-12-09,2024-04-04,7.4925,1,users,12,0.25
2282,Enterprise,2024-01-03,,74.99249999999999,1,seats,1,0.25
742,Enterprise,2024-08-17,,99.99,1,licenses,1,0.0
2326,Premium,2024-10-18,,39.992000000000004,5,seats,12,0.2
336,Premium,2024-05-13,,39.992000000000004,1,seats,6,0.2
2009,Premium,2025-07-06,,37.4925,3,seats,6,0.25
1748,Enterprise,2024-01-16,,89.991,5,users,3,0.1
3321,Enterprise,2024-01-31,2024-04-11,89.991,1,users,1,0.1
2244,Enterprise,2025-08-30,,99.99,3,licenses,12,0.0
1065,Basic,2025-10-29,,8.4915,3,users,12,0.15
598,Basic,2024-04-25,2024-11-25,9.99,1,users,12,0.0
3288,Premium,2024-11-11,,49.99,1,licenses,6,0.0
4136,Standard,2024-04-25,,22.4925,1,seats,1,0.25
2474,Enterprise,2024-01-20,,84.99149999999999,5,users,3,0.15
1514,Standard,2024-01-21,,29.99,3,licenses,12,0.0
4060,Enterprise,2025-10-10,,84.99149999999999,1,licenses,1,0.15
1205,Premium,2025-06-13,,49.99,1,seats,3,0.0
4546,Basic,2025-06-20,,8.4915,3,seats,3,0.15
3352,Enterprise,2025-11-17,2026-06-26,99.99,5,seats,12,0.0
4500,Standard,2024-08-23,2025-01-28,26.991,5,licenses,6,0.1
1095,Basic,2025-11-22,2026-07-22,9.99,5,licenses,1,0.0
174,Enterprise,2025-03-30,,74.99249999999999,1,licenses,1,0.25
4196,Enterprise,2024-04-22,2024-05-11,89.991,5,seats,12,0.1
4675,Standard,2024-07-08,,29.99,5,licenses,6,0.0
3566,Enterprise,2024-06-01,,89.991,5,seats,6,0.1
3358,Premium,2024-08-07,,39.992000000000004,1,users,1,0.2
3236,Premium,2025-07-23,,44.991,1,licenses,12,0.1
2263,Basic,2024-07-10,2025-05-07,9.99,2,users,3,0.0
4731,Premium,2025-10-26,2026-04-15,37.4925,1,seats,1,0.25
500,Standard,2025-06-06,,29.99,1,seats,12,0.0
1025,Enterprise,2024-12-18,2025-06-27,89.991,1,seats,6,0.1
83,Basic,2025-03-17,,9.99,5,users,12,0.0
1861,Premium,2024-09-19,,49.99,5,seats,1,0.0
2227,Enterprise,2024-08-03,,99.99,1,licenses,12,0.0
4571,Standard,2024-02-27,,29.99,1,licenses,12,0.0
2935,Standard,2024-10-15,,29.99,1,seats,12,0.0
4036,Enterprise,2025-04-28,,99.99,1,licenses,3,0.0
2908,Enterprise,2024-06-22,2024-09-02,74.99249999999999,1,users,3,0.25
1448,Standard,2024-04-22,2024-05-11,29.99,1,licenses,6,0.0
3863,Basic,2024-05-29,,9.99,1,licenses,1,0.0
1701,Premium,2025-05-11,,49.99,1,seats,1,0.0
1566,Standard,2024-01-07,2024-11-23,25.4915,3,seats,3,0.15
4370,Premium,2024-10-24,,49.99,1,users,6,0.0
3989,Basic,2024-08-18,2024-10-09,8.4915,3,licenses,6,0.15
3045,Basic,2024-10-01,,8.991,3,seats,12,0.1
3164,Premium,2023-12-15,,49.99,5,licenses,6,0.0
1181,Basic,2024-07-23,,8.4915,1,users,6,0.15
1289,Enterprise,2025-11-06,,79.992,1,licenses,6,0.2
3689,Standard,2024-06-20,,25.4915,1,users,12,0.15
1088,Standard,2025-04-24,,25.4915,3,users,1,0.15
4243,Standard,2025-09-15,,29.99,1,seats,3,0.0
775,Premium,2024-12-18,,37.4925,1,licenses,12,0.25
245,Standard,2025-11-25,,26.991,5,licenses,6,0.1
4293,Enterprise,2024-10-20,,99.99,1,users,1,0.0
3421,Enterprise,2025-02-05,,84.99149999999999,5,licenses,1,0.15
3511,Standard,2024-05-13,,23.992,3,seats,3,0.2
8,Standard,2025-05-31,,22.4925,2,users,6,0.25
1384,Standard,2025-01-07,,22.4925,2,seats,1,0.25
3619,Premium,2024-04-29,,44.991,1,licenses,3,0.1
4946,Premium,2024-04-05,,49.99,3,licenses,6,0.0
2850,Premium,2024-10-08,,37.4925,5,licenses,6,0.25
3015,Standard,2024-08-12,2025-04-21,29.99,1,seats,1,0.0
1226,Basic,2024-01-28,2024-09-24,9.99,2,licenses,1,0.0
3081,Standard,2024-12-12,,23.992,2,seats,3,0.2
1523,Standard,2025-02-18,,26.991,1,licenses,3,0.1
1752,Basic,2024-01-23,,7.4925,1,licenses,12,0.25
1015,Basic,2025-01-31,,8.991,2,licenses,1,0.1
188,Enterprise,2025-07-02,,99.99,2,licenses,3,0.0
4678,Standard,2024-06-28,,29.99,5,users,12,0.0
749,Enterprise,2025-10-08,,84.99149999999999,5,seats,12,0.15
4911,Standard,2025-08-29,,29.99,5,licenses,12,0.0
2997,Basic,2025-02-17,,8.991,1,licenses,1,0.1
2228,Enterprise,2024-04-27,,99.99,2,seats,12,0.0
1916,Enterprise,2023-12-09,,84.99149999999999,3,seats,1,0.15
2718,Enterprise,2024-12-18,,99.99,3,seats,12,0.0
3625,Premium,2024-09-09,2025-06-07,37.4925,3,licenses,12,0.25
1937,Enterprise,2025-03-30,,99.99,1,licenses,6,0.0
3304,Premium,2024-07-09,2024-09-28,39.992000000000004,1,seats,3,0.2
1228,Standard,2024-07-01,,23.992,3,licenses,1,0.2
3195,Premium,2024-03-24,,49.99,1,seats,12,0.0
2443,Standard,2025-03-24,,25.4915,1,seats,6,0.15
919,Standard,2024-01-04,,29.99,1,licenses,1,0.0
3702,Basic,2024-06-21,,9.99,1,users,1,0.0
3438,Premium,2024-09-25,2025-02-26,42.4915,1,seats,12,0.15
3908,Enterprise,2024-09-11,,89.991,5,licenses,6,0.1
1004,Basic,2025-09-14,2025-11-13,7.4925,1,seats,12,0.25
1948,Enterprise,2024-12-12,,89.991,5,licenses,6,0.1
575,Basic,2025-01-31,2025-10-25,8.4915,1,seats,1,0.15
1776,Premium,2024-05-29,,39.992000000000004,5,users,3,0.2
11,Basic,2024-06-27,,7.992000000000001,1,seats,3,0.2
1371,Premium,2025-05-23,,49.99,1,seats,12,0.0
562,Standard,2024-12-09,,29.99,3,seats,6,0.0
3071,Basic,2024-02-06,,8.4915,1,licenses,12,0.15
4655,Basic,2024-10-22,,7.992000000000001,1,seats,3,0.2
2919,Premium,2024-04-26,2025-02-24,49.99,3,users,1,0.0
4361,Enterprise,2024-07-11,,79.992,2,seats,1,0.2
3957,Basic,2024-02-18,,9.99,3,seats,1,0.0
1335,Premium,2024-07-22,,39.992000000000004,1,licenses,1,0.2
3462,Basic,2024-04-10,2024-06-21,9.99,1,users,3,0.0
4723,Premium,2025-07-21,2025-12-04,49.99,5,seats,3,0.0
1747,Enterprise,2024-08-11,,84.99149999999999,3,users,1,0.15
3157,Standard,2025-03-20,,26.991,2,seats,12,0.1
560,Standard,2025-07-25,,23.992,1,seats,12,0.2
3182,Premium,2024-09-23,,39.992000000000004,1,seats,1,0.2
903,Basic,2025-10-18,,9.99,3,seats,12,0.0
995,Standard,2024-01-11,,25.4915,1,seats,3,0.15
486,Standard,2024-12-06,,23.992,3,users,6,0.2
4758,Standard,2024-09-23,,29.99,1,users,1,0.0
2793,Enterprise,2025-11-16,,79.992,2,licenses,1,0.2
883,Enterprise,2025-02-14,,99.99,1,seats,1,0.0
534,Standard,2025-04-28,,29.99,3,seats,1,0.0
3318,Premium,2024-01-01,,37.4925,1,users,1,0.25
2090,Enterprise,2024-05-31,,79.992,3,users,1,0.2
838,Premium,2024-05-20,,49.99,2,licenses,1,0.0
2668,Premium,2024-05-06,,49.99,2,seats,6,0.0
4839,Premium,2024-10-09,,39.992000000000004,2,users,1,0.2
2790,Enterprise,2024-04-07,,79.992,3,licenses,12,0.2
4476,Premium,2024-07-26,,42.4915,1,seats,1,0.15
2499,Standard,2025-02-12,,26.991,5,users,1,0.1
3532,Standard,2025-05-25,,23.992,3,users,6,0.2
3721,Enterprise,2024-03-27,2025-01-29,74.99249999999999,1,seats,12,0.25
368,Basic,2025-02-17,,8.4915,5,users,12,0.15
1012,Enterprise,2024-01-18,,84.99149999999999,1,licenses,6,0.15
118,Standard,2025-07-27,,26.991,2,seats,12,0.1
991,Enterprise,2025-07-19,,84.99149999999999,2,users,12,0.15
65,Standard,2024-04-04,,29.99,2,licenses,6,0.0
4871,Enterprise,2024-02-09,2024-08-30,99.99,2,seats,12,0.0
4077,Enterprise,2025-10-22,2026-04-27,74.99249999999999,2,seats,6,0.25
1690,Basic,2025-01-10,2025-04-12,9.99,1,seats,3,0.0
2799,Enterprise,2025-12-06,,79.992,3,licenses,1,0.2
2531,Enterprise,2024-08-30,2025-03-04,74.99249999999999,1,users,1,0.25
1231,Basic,2025-04-17,,7.4925,1,seats,6,0.25
976,Premium,2024-10-09,2025-08-19,37.4925,3,seats,6,0.25
2361,Standard,2025-07-06,2026-07-06,29.99,1,licenses,3,0.0
698,Standard,2025-03-17,,29.99,5,seats,6,0.0
2271,Basic,2025-11-05,,8.4915,2,licenses,6,0.15
1823,Premium,2024-01-09,,44.991,2,licenses,3,0.1
4457,Standard,2025-10-21,,29.99,1,users,6,0.0
4350,Standard,2025-09-03,2026-07-19,25.4915,5,licenses,3,0.15
4236,Basic,2024-02-07,2024-02-29,7.4925,5,licenses,1,0.25
3137,Standard,2025-06-23,,29.99,2,licenses,6,0.0
3566,Standard,2024-12-01,,26.991,1,users,6,0.1
1045,Enterprise,2023-12-18,,84.99149999999999,3,seats,3,0.15
1601,Enterprise,2025-01-18,,79.992,1,seats,3,0.2
2638,Standard,2025-08-09,2026-04-05,25.4915,5,licenses,6,0.15
1529,Basic,2025-10-20,,9.99,1,users,6,0.0
1888,Standard,2025-06-27,2025-11-09,26.991,2,users,12,0.1
3565,Enterprise,2023-12-12,2024-02-16,84.99149999999999,3,users,12,0.15
2452,Premium,2025-09-17,,49.99,1,licenses,12,0.0
3872,Premium,2025-09-24,,37.4925,1,licenses,3,0.25
3196,Premium,2025-08-23,,37.4925,5,seats,3,0.25
3246,Standard,2024-02-03,,26.991,1,licenses,1,0.1
674,Premium,2025-04-25,2025-06-27,49.99,2,seats,6,0.0
2273,Premium,2025-07-14,,37.4925,3,users,6,0.25
2506,Premium,2025-01-21,,49.99,1,seats,12,0.0
4876,Enterprise,2025-08-03,,99.99,1,seats,1,0.0
1991,Premium,2025-06-21,,37.4925,3,users,12,0.25
234,Basic,2025-10-21,,7.4925,5,users,1,0.25
1854,Premium,2024-04-01,,49.99,5,licenses,6,0.0
4447,Premium,2024-03-05,2024-12-02,42.4915,3,seats,12,0.15
3901,Enterprise,2023-12-10,,74.99249999999999,1,seats,1,0.25
3002,Standard,2024-03-25,,26.991,2,seats,12,0.1
4219,Standard,2025-02-14,,29.99,1,seats,12,0.0
963,Standard,2025-05-30,2026-04-04,29.99,1,licenses,3,0.0
336,Enterprise,2025-02-13,,79.992,1,users,1,0.2
4304,Standard,2024-05-17,,26.991,2,licenses,12,0.1
4067,Premium,2024-08-23,2025-03-18,44.991,2,users,1,0.1
3295,Basic,2024-01-18,,8.991,5,seats,1,0.1
1328,Standard,2025-06-04,,23.992,3,seats,1,0.2
991,Standard,2024-06-04,2025-03-16,22.4925,1,users,12,0.25
1095,Enterprise,2023-12-12,,84.99149999999999,1,seats,6,0.15
91,Premium,2024-02-16,,37.4925,2,licenses,6,0.25
1361,Basic,2024-10-22,,8.991,1,users,12,0.1
4449,Premium,2025-09-01,2026-01-09,39.992000000000004,1,seats,3,0.2
2786,Premium,2025-08-13,,39.992000000000004,1,users,1,0.2
2880,Basic,2025-03-14,2025-03-29,7.4925,2,licenses,3,0.25
1926,Enterprise,2024-08-08,,99.99,1,licenses,1,0.0
1848,Enterprise,2024-03-06,,99.99,1,licenses,6,0.0
3366,Premium,2024-12-01,,37.4925,3,licenses,6,0.25
3050,Premium,2025-09-22,,44.991,3,seats,3,0.1
856,Standard,2025-05-22,,26.991,1,licenses,12,0.1
4068,Standard,2024-10-23,,25.4915,2,users,12,0.15
3999,Premium,2024-12-02,,44.991,1,seats,3,0.1
2529,Basic,2025-03-18,,9.99,3,users,12,0.0
1803,Basic,2025-06-06,,8.991,1,seats,6,0.1
1643,Basic,2024-10-17,2024-11-01,9.99,1,seats,12,0.0
672,Standard,2024-12-29,,29.99,1,users,1,0.0
1503,Standard,2025-03-24,,29.99,1,users,12,0.0
4793,Basic,2025-12-04,,8.4915,2,seats,1,0.15
3150,Premium,2023-12-17,,49.99,5,licenses,12,0.0
4939,Basic,2024-08-01,2025-07-06,9.99,2,users,6,0.0
4689,Enterprise,2024-01-24,2024-09-12,99.99,1,licenses,12,0.0
3231,Basic,2025-06-04,,8.991,1,users,1,0.1
2504,Standard,2025-10-09,,22.4925,2,licenses,3,0.25
4636,Enterprise,2025-03-08,,84.99149999999999,2,seats,3,0.15
2983,Premium,2024-03-14,2024-11-20,44.991,1,seats,12,0.1
948,Premium,2024-01-12,,37.4925,2,licenses,6,0.25
4089,Standard,2024-10-09,2025-08-06,26.991,3,users,3,0.1
3329,Enterprise,2025-11-01,,84.99149999999999,1,licenses,1,0.15
4956,Enterprise,2024-12-16,,89.991,3,users,3,0.1
1742,Standard,2025-03-01,,26.991,1,seats,12,0.1
3135,Standard,2024-07-23,,26.991,5,users,3,0.1
2873,Enterprise,2024-12-29,,79.992,5,users,6,0.2
3155,Premium,2024-09-09,,49.99,1,licenses,6,0.0
1955,Premium,2025-03-23,,39.992000000000004,1,licenses,12,0.2
1063,Premium,2024-11-28,2025-08-09,49.99,3,licenses,1,0.0
46,Premium,2025-01-18,,39.992000000000004,3,users,12,0.2
2727,Basic,2024-09-11,,9.99,1,licenses,3,0.0
267,Enterprise,2024-11-18,2025-03-09,99.99,5,licenses,1,0.0
3047,Enterprise,2025-05-29,,99.99,1,users,3,0.0
4923,Enterprise,2024-06-17,2024-11-06,74.99249999999999,1,users,6,0.25
1814,Enterprise,2025-10-11,,99.99,1,users,3,0.0
11,Enterprise,2025-06-09,,79.992,1,seats,3,0.2
2575,Basic,2025-07-15,,8.4915,1,licenses,1,0.15
3703,Enterprise,2025-05-14,,89.991,2,users,3,0.1
3499,Premium,2024-09-20,,49.99,1,seats,12,0.0
3979,Standard,2025-03-11,2026-01-10,29.99,1,licenses,12,0.0
4716,Premium,2025-10-13,,49.99,1,licenses,1,0.0
4008,Enterprise,2024-07-30,,99.99,5,licenses,1,0.0
2687,Basic,2025-02-03,,9.99,3,users,12,0.0
3898,Enterprise,2024-06-24,2024-10-23,74.99249999999999,1,users,3,0.25
715,Premium,2025-04-30,,44.991,5,users,6,0.1
2209,Enterprise,2024-12-22,2025-06-17,79.992,5,licenses,3,0.2
1503,Enterprise,2025-05-30,,99.99,5,users,1,0.0
4325,Enterprise,2024-09-19,,99.99,2,seats,6,0.0
4439,Basic,2024-04-01,2024-10-23,9.99,1,licenses,3,0.0
900,Standard,2024-07-21,,29.99,3,licenses,3,0.0
4819,Premium,2023-12-21,,49.99,1,users,1,0.0
3369,Enterprise,2024-12-29,,84.99149999999999,1,users,1,0.15
4742,Basic,2024-03-03,,8.991,5,users,1,0.1
976,Basic,2025-03-08,2025-03-27,8.991,3,seats,12,0.1
4407,Premium,2024-06-11,,42.4915,1,seats,12,0.15
1868,Premium,2024-08-20,2025-02-05,39.992000000000004,1,licenses,6,0.2
60,Premium,2024-03-11,2024-06-14,42.4915,1,licenses,6,0.15
82,Standard,2024-08-31,,22.4925,3,seats,1,0.25
3195,Premium,2025-09-13,,39.992000000000004,3,users,3,0.2
4118,Premium,2025-03-08,,42.4915,3,licenses,6,0.15
4691,Premium,2025-11-12,2026-02-16,39.992000000000004,1,users,3,0.2
3046,Enterprise,2023-12-07,,99.99,2,licenses,1,0.0
444,Basic,2025-06-27,2026-05-26,9.99,1,licenses,6,0.0
4900,Enterprise,2025-05-20,2026-03-24,74.99249999999999,1,seats,12,0.25
2935,Enterprise,2025-03-10,,99.99,1,users,6,0.0
4893,Basic,2025-02-28,,7.4925,1,seats,6,0.25
3793,Standard,2025-11-10,2026-09-28,25.4915,1,seats,3,0.15
766,Premium,2025-11-14,,49.99,1,licenses,1,0.0
4356,Standard,2023-12-28,,25.4915,1,seats,1,0.15
2466,Basic,2024-05-05,2024-06-03,9.99,1,licenses,1,0.0
2359,Enterprise,2024-06-26,,74.99249999999999,2,licenses,3,0.25
3663,Standard,2025-03-04,,29.99,5,licenses,3,0.0
2683,Standard,2024-11-18,,25.4915,1,users,1,0.15
1191,Standard,2024-09-15,,22.4925,1,licenses,3,0.25
2909,Basic,2025-05-31,,9.99,5,users,6,0.0
3431,Basic,2024-12-25,,9.99,1,licenses,6,0.0
1016,Enterprise,2025-01-30,,84.99149999999999,2,users,6,0.15
847,Premium,2023-12-12,,42.4915,3,users,1,0.15
4794,Basic,2025-11-05,,9.99,5,users,6,0.0
2361,Enterprise,2025-10-25,2026-04-14,99.99,2,users,6,0.0
4880,Premium,2024-12-11,,37.4925,1,users,6,0.25
2725,Basic,2024-07-05,,9.99,5,seats,1,0.0
3659,Enterprise,2025-02-02,,74.99249999999999,2,licenses,6,0.25
4069,Enterprise,2024-11-20,,99.99,1,users,6,0.0
963,Standard,2024-06-28,,22.4925,1,licenses,3,0.25
4808,Standard,2024-04-05,,29.99,1,users,12,0.0
509,Premium,2024-11-29,,49.99,3,users,6,0.0
4663,Enterprise,2025-03-10,,74.99249999999999,1,users,12,0.25
3493,Standard,2024-01-12,,22.4925,2,licenses,3,0.25
4003,Basic,2025-01-03,,9.99,1,seats,3,0.0
1383,Enterprise,2024-09-05,,79.992,1,users,12,0.2
2467,Basic,2025-07-03,,7.992000000000001,2,users,3,0.2
2953,Standard,2025-02-20,,29.99,5,licenses,1,0.0
1655,Premium,2024-07-16,,39.992000000000004,1,seats,1,0.2
2777,Premium,2024-12-27,,37.4925,1,users,6,0.25
2914,Premium,2024-09-17,,49.99,2,licenses,6,0.0
1759,Standard,2024-02-02,,22.4925,2,users,6,0.25
4170,Basic,2025-11-29,,7.4925,5,licenses,6,0.25
751,Basic,2025-10-15,,9.99,2,seats,12,0.0
3036,Premium,2024-05-13,,49.99,1,licenses,12,0.0
4744,Enterprise,2025-04-22,,89.991,1,licenses,3,0.1
1988,Basic,2025-10-31,,8.4915,3,licenses,12,0.15
2870,Basic,2025-11-02,,7.4925,3,seats,1,0.25
4893,Basic,2025-08-18,,9.99,1,seats,1,0.0
1326,Enterprise,2025-10-18,2026-10-16,99.99,5,licenses,6,0.0
1945,Standard,2025-04-02,,29.99,1,seats,12,0.0
1935,Enterprise,2024-02-05,,99.99,3,licenses,3,0.0
1731,Premium,2024-09-02,,37.4925,2,users,6,0.25
3542,Enterprise,2025-03-02,,74.99249999999999,1,licenses,3,0.25
65,Standard,2024-06-30,,29.99,1,seats,6,0.0
3316,Enterprise,2024-08-01,,79.992,2,users,6,0.2
2252,Basic,2024-08-19,,9.99,5,seats,6,0.0
4055,Enterprise,2025-04-05,,74.99249999999999,5,users,12,0.25
4246,Basic,2024-09-08,,9.99,1,licenses,12,0.0
4641,Standard,2024-11-04,,23.992,1,users,6,0.2
2108,Enterprise,2024-05-03,,99.99,1,seats,3,0.0
2680,Premium,2024-10-19,,49.99,1,licenses,12,0.0
2287,Basic,2024-03-05,,7.4925,3,seats,3,0.25
4551,Enterprise,2024-04-12,,89.991,5,licenses,6,0.1
524,Basic,2025-07-17,,7.4925,1,seats,3,0.25
1118,Premium,2024-05-12,,49.99,1,seats,12,0.0
3832,Standard,2024-07-27,,22.4925,1,seats,3,0.25
3169,Basic,2024-06-27,,9.99,5,licenses,3,0.0
2677,Enterprise,2025-10-15,,74.99249999999999,1,users,3,0.25
4786,Enterprise,2024-01-15,,79.992,2,licenses,6,0.2
3047,Enterprise,2024-05-10,,99.99,1,users,12,0.0
550,Standard,2024-02-23,,23.992,2,users,12,0.2
2093,Premium,2024-10-08,,49.99,2,seats,3,0.0
3012,Enterprise,2025-03-20,,99.99,1,users,1,0.0
2075,Standard,2025-10-05,,29.99,5,licenses,1,0.0
3534,Enterprise,2024-08-27,,74.99249999999999,1,seats,6,0.25
416,Standard,2025-09-13,,29.99,3,licenses,6,0.0
2848,Basic,2024-10-14,,9.99,1,seats,6,0.0
2594,Premium,2024-05-29,2024-10-11,49.99,1,seats,1,0.0
4610,Enterprise,2024-10-12,,99.99,1,users,12,0.0
4842,Basic,2025-07-28,2026-05-05,9.99,1,users,6,0.0
333,Basic,2025-10-23,2026-01-09,9.99,3,seats,12,0.0
4332,Premium,2024-08-23,,39.992000000000004,1,licenses,6,0.2
3330,Premium,2024-12-30,,44.991,1,licenses,1,0.1
1477,Premium,2025-08-31,,37.4925,1,seats,12,0.25
2594,Standard,2025-01-21,,29.99,5,users,1,0.0
3926,Premium,2025-04-24,2025-06-03,49.99,3,seats,1,0.0
1147,Basic,2024-05-23,,9.99,1,seats,12,0.0
3768,Basic,2024-09-05,2024-11-24,9.99,1,seats,6,0.0
678,Standard,2025-02-21,2025-04-07,29.99,2,users,12,0.0
3369,Premium,2025-10-23,2026-02-04,44.991,1,users,12,0.1
2915,Premium,2024-10-04,,49.99,2,users,1,0.0
2718,Premium,2024-10-01,,49.99,1,licenses,3,0.0
1983,Enterprise,2025-10-09,2026-03-19,99.99,1,seats,12,0.0
2919,Enterprise,2025-10-25,,99.99,1,users,12,0.0
623,Basic,2025-09-12,,9.99,2,users,3,0.0
4906,Standard,2025-04-04,,22.4925,1,licenses,3,0.25
1882,Standard,2024-03-02,,29.99,3,users,1,0.0
4774,Premium,2024-10-04,,37.4925,1,users,1,0.25
4766,Premium,2025-07-11,,39.992000000000004,3,seats,3,0.2
263,Standard,2025-06-09,,29.99,2,licenses,6,0.0
4329,Premium,2025-08-15,,49.99,5,seats,6,0.0
2496,Basic,2025-01-10,,8.4915,3,seats,1,0.15
2590,Basic,2024-03-25,2024-08-18,8.991,1,licenses,1,0.1
2031,Standard,2025-05-13,,29.99,1,users,12,0.0
3018,Premium,2024-08-17,,49.99,1,licenses,3,0.0
4426,Premium,2024-10-17,,49.99,1,users,1,0.0
3678,Basic,2025-08-30,,9.99,5,users,3,0.0
3612,Basic,2025-06-01,,7.992000000000001,3,seats,1,0.2
4521,Standard,2024-03-04,,23.992,2,seats,3,0.2
3679,Premium,2024-06-13,2024-12-24,42.4915,2,users,12,0.15
302,Premium,2024-07-19,,49.99,5,licenses,1,0.0
1958,Basic,2025-10-09,,7.992000000000001,1,licenses,1,0.2
688,Enterprise,2025-03-28,,99.99,2,licenses,3,0.0
1736,Enterprise,2024-02-16,,84.99149999999999,3,licenses,6,0.15
2112,Premium,2024-11-07,,39.992000000000004,5,users,1,0.2
2908,Standard,2024-05-01,2024-11-06,26.991,1,licenses,6,0.1
4076,Enterprise,2025-11-30,,89.991,1,seats,6,0.1
3842,Premium,2025-07-09,,39.992000000000004,1,users,12,0.2
907,Standard,2025-11-10,,22.4925,5,licenses,12,0.25
3138,Basic,2024-05-11,,7.4925,1,licenses,1,0.25
963,Basic,2024-09-16,,8.4915,5,seats,3,0.15
4830,Premium,2024-05-16,2025-01-11,49.99,1,seats,1,0.0
1114,Enterprise,2024-01-24,2024-02-06,99.99,5,licenses,12,0.0
4292,Enterprise,2024-07-22,,74.99249999999999,1,seats,12,0.25
2274,Enterprise,2023-12-23,,99.99,1,seats,3,0.0
4614,Premium,2024-02-12,,39.992000000000004,3,users,12,0.2
2507,Enterprise,2024-07-22,,79.992,1,licenses,1,0.2
2966,Enterprise,2024-04-08,,99.99,1,users,1,0.0
985,Standard,2024-10-22,2025-08-10,23.992,5,users,6,0.2
2313,Standard,2025-10-22,2026-04-23,29.99,2,users,6,0.0
2177,Enterprise,2025-05-27,,99.99,3,seats,12,0.0
926,Enterprise,2025-03-13,,99.99,2,users,12,0.0
4975,Standard,2024-03-18,,23.992,5,users,6,0.2
4507,Premium,2024-06-05,2024-12-20,42.4915,3,licenses,3,0.15
3848,Basic,2024-12-12,2024-12-31,7.4925,1,licenses,3,0.25
1640,Basic,2025-03-21,,8.4915,1,seats,12,0.15
3126,Enterprise,2024-04-24,2024-11-26,84.99149999999999,3,seats,1,0.15
1728,Premium,2024-01-12,2024-11-29,49.99,1,licenses,3,0.0
3919,Standard,2025-01-12,,25.4915,1,licenses,1,0.15
3912,Premium,2025-04-09,,49.99,1,users,3,0.0
